Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish
truly_baltic_title;A Truly Baltic Nation;;;;;;;;;;;;;
truly_baltic_desc;§RGain 10 infamy§! Despite enjoying German help to fight the Russians, we couldn't risk having the Germans taking the place of the Russians as our new overlords. Because of that, the revolution was born, with the Baltic people storming the Landtag and declaring the creation of $COUNTRY$. Despite that, we can't deny that Germany still holds lots of sway over our nation, bringing some question to the legitimacy of our regime. So, to quell any doubts about the sovereignty of $COUNTRY$, we shall prove ourselves to be a truly Baltic republic, by claiming Prussia, leaving it clear once and for all that we aren't mere subservient to Berlin. \n\n§RPulling yourself out of German protection is a dangerous game for the player, especially if you are a Radical Republic! Not only you will have no protector against Russia, but the European powers won't shy away from putting down a nation that openly defies the European order, no matter how puny it looks!§!;;;;;;;;;;;;;
baltic_ambition_title;Our Ambitions;;;;;;;;;;;;;
baltic_ambition_desc;Despite being a Russian governate until recently, we managed to achieve a quite privileged position among Europena powers, despite maybe still not reaching the level of prestige and power of nations such as France and Britain. That, paired with our agressive expansion, left us wanting more. Now that we are free from outside influence, our nation grew more and more ambitious and, with the conquest of Prussia, we couldn't help but feel emboldened to persue such ambitions.;;;;;;;;;;;;;
EVTDESC800856;\n\nAs_the_dust_settles_from_our_conquest_of_Prussia,_there_grows_the_speculation_about_what_is_the_next_step_for_our_great_nation._Thus,_now,_the_time_has_come_for_a_bold_step_to_be_taken:_$COUNTRY$_is_to_persue_the_leadership_of_Germany!_Inspired_by_the_Revolutions_of_1848,_we_recognize_that_the_true_revolution_shall_be_carried_by_us,_with_the_destiny_of_Germany_being_the_unification_under_$COUNTRY_ADJ$_banner!_\n\n§RDespite_giving_you_a_hand_in_your_first_steps_towards_seizing_the_leadership_of_Germany,_from_now_on,_you_are_on_your_on!_You_shall_unify_Germany_in_your_regime's_image,_or_die_trying!§!;;;;;;;;;;;;;
EVTDESC800857;\n\nAs_the_dust_settles_from_our_conquest_of_Prussia,_there_grows_the_speculation_about_what_is_the_next_step_for_our_great_nation._Thus,_now,_the_time_has_come_for_a_bold_step_to_be_taken:_$COUNTRY$_is_to_persue_the_liberation_of_the_Polish,_Lithuanians_and_Ruthenians_within_the_Russian_Empire!_Inspired_by_the_repeated_attempts_of_freedom_persued_by_the_Polish,_Lithuanian_and_Ruthenian_people,_we_can't_help_but_feel_forced_to_liberate_from_Russian_rule,_to_persue_a_multinationl_state,_able_to_resist_Russia_under_$COUNTRY_ADJ$_leadership._\n\n§RDespite_giving_you_a_hand_in_your_first_steps_towards_liberating_the_lands_of_the_old_Commonwealth,_from_now_on,_you_are_on_your_on!_You_shall_liberate_Eastern_Europe_in_your_regime's_image,_or_die_trying!§!;;;;;;;;;;;;;
EVTDESC73649209;\n\nAfter_the_last_Schleswig_War,_the_Austrian_Empire_promissed_us_that_it_would_realize_a_referendum_in_Schleswig_at_a_later_date,_to_let_the_population_decide_if_they_truly_wanted_to_become_a_part_of_Germany,_seeing_as_it_has_a_significant_Danish_population._Thus,_when_war_broke_out_between_it_and_Prussia,_we_feared_that_that_promise_may_soon_be_null_and_void,_as_Austria_would_be_unable_to_fulfill_if_it_was_defeated_but,_int_a_surprising_turn_of_events,_Austria_has_managed_to_keep_their_position_as_head_of_the_German_world_and_thus,_maybe_it_is_a_good_time_to_ask_about_that_referenfum_they_promised.;;;;;;;;;;;;;
EVTDESC73649200;\n\nAfter_the_last_Schleswig_War,_we_promissed_the_Danes_that_we_would_realize_a_referenfum_in_Schleswig_at_a_later_date,_to_let_the_population_decide_if_they_truly_wanted_to_become_a_part_of_Germany,_seeing_as_it_has_a_significant_Danish_population._Thus,_when_war_broke_out_with_Prussia,_this_promise_became_the_least_of_our_concerns._But_now,_with_our_resounding_victory_against_Prussia,_the_Danes_seem_to_think_it_is_the_best_time_for_us_to_fulfill_our_little_promise.;;;;;;;;;;;;;
EVTDESC73649201;\n\nThe_Austrians_have_accepted_to_realize_the_referendum!_We_shall_know_the_results_in_a_month_or_so...;;;;;;;;;;;;;
EVTDESC73649202;\n\nThe_Austrians_have_refused_to_realize_the_referendum!_It_would_seem_that_the_victory_against_Prussia_has_embolden_them_beyond_reason...;;;;;;;;;;;;;
EVTDESC73649203;\n\nThe_Danish_asked_for_a_referedum_in_Schleswig_and_the_Austrians_aquiested._Lets_see_how_it_goes...;;;;;;;;;;;;;
EVTDESC73649204;\n\nIt_was_a_tense_month_in_Schleswig,_with_the_Danish_and_German_populations_still_felling_a_certain_animosity_from_the_Schleswig_War._But_it_would_seem_that_the_vote_is_finally_over,_with_North_Schleswig_voting_to_join_Denmark,_while_the_South_chose_to_remain_German!;;;;;;;;;;;;;
EVTDESC73649205;\n\nIt_was_a_tense_month_in_Schleswig,_with_the_Danish_and_German_populations_still_felling_a_certain_animosity_from_the_Schleswig_War._But_it_would_seem_that_the_vote_is_finally_over,_with_Schleswig_voting_to_remain_German!;;;;;;;;;;;;;
EVTDESC73649206;\n\nIt_was_a_tense_month_in_Schleswig,_with_the_Danish_and_German_populations_still_felling_a_certain_animosity_from_the_Schleswig_War._But_it_would_seem_that_the_vote_is_finally_over,_with_Schleswig_voting_to_return_to_the_Danish!;;;;;;;;;;;;;
EVTDESC800858;\n\nWith_our_rise_in_status_to_that_of_a_Asian_power_we_found_ourselves_with_the_desire_to_build_a_proper_sphere_of_influence_in_Asia,_with_the_Chosen_Peninsula_being_one_of_our_most_strategic_targets._Korea,_being_one_of_the_first_places_to_pledge_loyalty_to_the_Manchus_was_firmly_in_the_Qing_sphere_of_influence,_with_significant_Russian_influence_on_top_of_that._But,_lately,_we_managed_to_get_a_significant_foothold_in_Korea,_leading_some_of_our_advisors_suggest_that,_if_we_want_to_remain_holding_sway_over_Korea,_that_it_is_for_the_best_that_we_help_it_modernize_itself,_making_it_more_resistant_to_Russian_and_Chinese_influence_in_the_process...;;;;;;;;;;;;;
japanese_sponsored_modernization;Japanese Government Advisors;;;;;;;;;;;;;
japanese_sponsored_modernization_desc;Officials from Japan are working with our government to oversee our own modernization. We hope to use their knowledge to pursue reforms in all aspects, from social to military.;;;;;;;;;;;;;
mantetsu_jap;South Manchuria Railway — Mantetsu;;;;;;;;;;;;;
mantetsu_jap_desc;The Mantetsu was established after the agressive takeover of most of the Russian Eastern China Railway, following the Japanese victory in the Russo-Japanese War. The company would grow rapidly, going beyond a simple railway company. Soon, the Mantetsu would expand its operations into coal mines, harbors, research centes and even hotels. Now, with our invasion of Manchuria, the Mantetsu became an essential part of our occupation of the region, not only becoming responsible for around 25% of our tax revenue, but also deeply penetrating every sphere of everyday life in Manchuria.;;;;;;;;;;;;;
mantetsu_mck;South Manchuria Railway — Mantetsu;;;;;;;;;;;;;
mantetsu_mck_desc;The Mantetsu was established after the agressive takeover of most of the Russian Eastern China Railway, following the Japanese victory in the Russo-Japanese War. The company would grow rapidly, going beyond a simple railway company. Soon, the Mantetsu would expand its operations into coal mines, harbors, research centes and even hotels. Now, with our invasion of Manchuria, the Mantetsu became an essential part of our occupation of the region, not only becoming responsible for around 25% of our tax revenue, but also deeply penetrating every sphere of everyday life in Manchuria.;;;;;;;;;;;;;
EVTDESC800859;\n\nAfter_solidifying_our_position_in_Korea,_it_was_only_natural_that_our_next_target_would_be_Manchuria._When_we_first_rose_to_great_power_status,_Manchuria_was_firmly_under_Russian_influence._However,_after_a_violent_takeover_of_the_Russian-owned_Chinese_Eastern_Railway,_we_succeeded_in_replacing_them_as_the_informal_overlord_of_the_region,_establishing_the_South_Manchuria_Railway_Company—Mantetsu._\n\nThe_company_gradually_came_to_dominate_Manchurian_affairs,_culminating_in_our_invasion_of_the_region_and,_with_Manchuria_under_our_control,_our_advisors_have_presented_a_plan_to_use_Mantetsu_to_develop_it_into_a_true_crown_jewel_of_our_empire.;;;;;;;;;;;;;
EVTDESC800860;\n\nBeing_completely_expelled_from_Manchuria,_our_investments_in_the_region_have_been_seized,_leaving_the_Mantetsu_defunct_and_making_it_cease_its_operations,_forever.;;;;;;;;;;;;;
mantetsu_farms_mines;Mantetsu Farms and Mines;;;;;;;;;;;;;
EVTDESC800861;\n\nWith_Japanese_investment_pouring_into_Manchuria_through_the_Mantetsu,_the_South_Manchuria_Railway_Company_not_only_has_been_expanding_mining_operations_throughout_Manchuria_but_its_research_wing_has_also_introduced_many_advancements_to_our_agriculture,_turning_us_into_one_of_the_biggest_exportes_of_soy,_for_example.;;;;;;;;;;;;;
EVTDESC800862;\n\nWith_our_victory_against_Russia_and_the_expulsion_of_Slavs_from_the_Far_East,_it_is_about_time_we_decide_on_how_our_gains_will_be_administered._While_most_of_the_Far_East_would_be_either_directly_ruled_as_a_colony_or_be_run_by_local_semi-independent_governments,_Outer_Manchuria_brings_us_an_interesting_question._Some_executives_in_the_Home_Islands_have_been_pushing_for_Outer_Manchuria_to_be_integrated_into_our_puppet_government_in_Manchuria,_so_the_Mantetsu_and_its_subsidiaries_are_able_to_operate_freely_on_it._\n\nWhile_we_aren't_totally_opposed_to_this_idea,_with_the_effort_we_put_into_annexing_the_territory_and_expelling_the_Russians_from_it,_we_can't_say_that_we_are_eager_to_hand_it_over_to_our_puppet.;;;;;;;;;;;;;
mantetsu_jap_improved;South Manchuria Railway — Mantetsu;;;;;;;;;;;;;
mantetsu_jap_improved_desc;The Mantetsu was established after the agressive takeover of most of the Russian Eastern China Railway, following the Japanese victory in the Russo-Japanese War. The company would grow rapidly, going beyond a simple railway company. Soon, the Mantetsu would expand its operations into coal mines, harbors, research centes and even hotels. Now, with our invasion of Manchuria, the Mantetsu became an essential part of our occupation of the region, not only becoming responsible for around 25% of our tax revenue, but also deeply penetrating every sphere of everyday life for Japanese settlers in Manchuria. \n\nNow, with the rise of Mangyo, most of Mantetsu investment has been absorved and repurposed into serving the developing Manchurian economy, Mantetsu's role has been devolved mainly into its railway lines, planning and research.;;;;;;;;;;;;;
EVTDESC800863;\n\nMantetsu_has_served_us_well_in_furthering_our_interests_in_Manchuria_and_being_a_profitable_company_in_our_nation,_one_of_our_most_profitable_enterprise_actually._But_now—with_our_Invasion_of_Manchuria—we_need_to_evolve_our_economic_policy_in_Manchuria,_such_as_to_properly_build_it_as_a_nation,_despite_still_being,_in_practice_our_colony._Thus—after_some_small_disagreements_with_the_Kwantung_Army—Yoshisuke_Aikawa,_founder_of_the_Nissan_zaibatsu,_has_established_the_Manchurian_Industrial_Development_Company,_integrating_a_great_deal_of_Mantetsu's_investments._Now,_despite_still_operating_its_railway_lines_and_its_research_wing_their_profits_have_diminished_quite_a_bit,_Luckily,_we_can_still_count_on_it_to_showcase_the_modernization_of_Manchuria_under_our_rule.;;;;;;;;;;;;;
mantetsu_research_wing;Mantetsu Research Wing;;;;;;;;;;;;;
mantetsu_research_wing_desc;The Mantetsu engaged in a country-wide development project, with not only its Research Wing being a center piece of Japan's colonial program, but also devoloping the country's heavy industry and soybean agriculture, with land cultivation increasing in 70% in 20 years, not to mention the construction of schools, libraries and hospitals promoted by the Mantetsu.;;;;;;;;;;;;;
EVTDESC800864;\n\nWith_the_formation_of_the_Mantetsu,_a_considerable_investment_has_been_put_into_Manchuria._The_railway_lines_were_the_first_to_be_developed,_together_with_hotels_and_warehouses_to_service_them._After_that,_the_Mantetsu_built_schools,_libraries_and_even_hospitals,_with_a_wave_of_development_into_mining_and_agricultre_following_suit,_headed_by_the_Mantetsu_Research_Wing.\n\nBeing_considered_the_centerpiece_of_Japan's_colonial_policy_in_Manchuria,_the_Mantetsu_Research_Wing_is_paramount_to_the_development_of_our_government._\n\nWhile_it_is_mostly_focused_on_agricultural_developments_for_now,_we_have_no_doubt_that_we_can_only_benefit_from_the_brightest_minds_in_Japan_putting_their_heads_into_developing_Manchuria.;;;;;;;;;;;;;
EVTDESC800865;\n\nThe_Chosen_Government_Railway,_also_known_as_Sentetsu,_was_established_after_our_annexation_of_Korea,_from_Korea's_old_military_railways_nationalized_at_the_orders_of_the_Japanese_Resident-General_of_Korea._\n\nAlthough_the_Sentetsu_has_grown_quite_a_bit_since_its_creation—integrating_smaller_private_railways_lines—the_Sentetsu_is_nowhere_near_the_level_of_the_Mantetsu_in_Manchuria._Thus,_we_are_giving_the_Mantetsu_jurisdiction_over_the_Sentetsu,_in_hopes_that_the_South_Manchuria_Railway_Company_can_modernize_the_Sentetsu's_locomotives_while_expanding_its_fleet._\n\nWithout_a_doubt,_the_integration_between_these_railways_lines_can_only_bring_good_to_our_nation,_especially_if_it_means_bringing_the_Sentetsu_to_Mantetsu's_standards.;;;;;;;;;;;;;
sentetsu;Mantetsu-Sentetsu Integration;;;;;;;;;;;;;
mantetsu_integration;Mantetsu Integration;;;;;;;;;;;;;
mantetsu_settling;Mantetsu Settlements;;;;;;;;;;;;;
mantetsu_mck_improved;Manchurian Industrial Development Company — Mangyo;;;;;;;;;;;;;
mantetsu_mck_improved_desc;Following the Japanese Invasion of Manchuria and the economic success of Mantetsu, the South Manchuria Railway Company helped the Kwantung Army develop a economic and industrial plan for the future of Manchuria, inviting Yoshisuke Aikawa, the founder of the Nissan zaibatsu who proposed the establishment of the Manchurian Industrial Development Company, also known as Mangyo, a joint venture owned 50% by Nissan and 50% by the Manshukoku government. \n\nDespite being rejected at first in favor of Kwantung plans, Aikawa soon would have its way, successfully pulling investment into Manchuria and integrating Mantetsu investments into the Mangyo, managing to surpass the Home Islands in certain sectors by the end of Mangyo's first five year plan.;;;;;;;;;;;;;
EVTDESC800866;\n\nThe_Asia_Express_was_a_super_express_passenger_train_operated_by_the_Mantetsu,_quickly_becoming_its_most_iconic_train_and_the_fastest_one_in_all_of_Asia_at_the_time._With_American_reporters_praising_its_speed_and_luxurious_comfort,_it_was_a_showcase_of_Japanese_technology_and_the_advancements_made_by_the_Mantetsu,_being_one_of_the_world's_first_locomotives_to_have_fully_enclosed_and_air-condioned_carriages._\n\nThe_Asia_Express_served_as_the_Mantetsu's_greatest_piece_of_propaganda,_not_only_showing_its_developments_in_Manchuria,_but_also_becoming_its_greatest_symbol,_making_so_the_company—together_with_the_Asia_Express—would_live_on_the_public_consciousness_for_years_to_come—even_well_after_Japan_is_expelled_from_Mainland_Asia.;;;;;;;;;;;;;
EVTDESC800867;\n\nWith_the_Japanese_Invasion_of_Manchuria_and_the_propping_up_of_$COUNTRY$,_the_economy_of_our_state_becomes_of_primary_importance_to_the_Japanese_government,_with_Japanese_officials_recognizing_that_a_poor_economy_would_be_a_breeding_ground_for_anti-Japanese_and_communist_elements._Thus,_the_Kwantung_Army—which_quickly_took_Mantetsu's_place_as_the_main_Japanese_authority_in_Manchuria—came_forth_with_an_economic_and_industrial_plan_for_the_future_of_Manchuria,_inviting_Yoshisuke_Aikawa,_the_founder_of_the_Nissan_zaibatsu_who_proposed_the_establishment_of_the_Manchurian_Industrial_Development_Company,_also_known_as_Mangyo,_a_joint_venture_owned_50%_by_Nissan_and_50%_by_the_Manshukoku_government.;;;;;;;;;;;;;
EVTDESC800868;\n\nThe_death_of_Emperor_Gojong_of_Korea_left_us_with_new_problems_in_our_hands._Rumors_started_circulating_that_we_had_poisoned_him_and_were_responsible_for_his_death,_culminating_in_a_massive_demonstration_on_the_day_of_his_funeral,_with_nation-wide_protests_that_we_were_forced_to_crackdown_violently,_giving_origin_go_the_March_1st_Movement._\n\nAs_if_that_wasn't_enough,_with_Korea_under_our_hands_and_our_violent_crackdown_of_these_protests,_many_Koreans_have_fled_the_Peninsula,_leaving_towards_Shanghai,_where_some_of_them_would_establish_the_Provisional_Government_of_the_Republic_of_Korea_a_month_later._This_organization,_despite_being_one_of_the_less_radical_elements_of_fighting_for_Korean_independence,_they_still_present_a_significant_thorn_in_our_side,_counting_with_the_support_from_Americas_and_some_communist_elements_at_home.;;;;;;;;;;;;;
exile_oman_title;Exile Oman;;;;;;;;;;;;;
exile_oman_desc;§RGain 5 infamy§! Oman has been a target of Persian expansion ever since the days before the Islamic invasions, with Persia having last conquered Oman during the Asharid period, under Nader Shah in 1743, a mere century ago. \n\nIn turn, after a prolonged civil war following the overthrow of Shah, Persia's most important port—Bandar Abbas—came under the control of the Imam of Muscat. A lease treaty confirming the port's status under Omani rule from 1794 has recently been revoked by our administration and—together with the invasion of Baluchistan and the western coast of Arabia—assured that our relations with Oman shifted in our favor. \n\nNow, while Oman has built quite an empire with their holdings in Africa, we hold the upper hand against them, being capable of not only seizing their Indian ports, but outright exile the Imam of Muscat to Zanzibar, giving us not only complete control over the Persian Gulf, but also seizing his lands in the Arabian Peninsula.;;;;;;;;;;;;;
secure_trucial_oman_title;Secure the Straits of Hormuz;;;;;;;;;;;;;
secure_trucial_oman_desc;§RGain 4 infamy§! Seizing control over Western Arabia has solidified our position on the Persian Gulf, but stoping now wouble be neglecting the fact that our control over it remains unstable, with its waters being easily blockaded if any naval power were to take control over either side of the Hormuz Strait. With that, after we reintegrate Bandar Abbas and the Island of Hormu back into our rule after years of Omani rule, it would be only natural that, to trully secure the Persian Gulf, we invade the many emirates across the Hormuz Strait. \n\nAnnexing both sides of the Hormuz Strait would not only guarantee our control over the Persian Gulf, but also pacify the many emirs on the Arabian side of it, making sure that their in-fighting won't let western powers encroach in our backyard.;;;;;;;;;;;;;
persian_syria_title;Beyond the Euphrates;;;;;;;;;;;;;
persian_syria_desc;§RGain 10 infamy§! While we are no strangers to Syria, the region hasn't been under our control ever since pre-Islamic Iran, with our nation not being able to rule the region ever since the days of Khosrow II of the Sassanids, shortly before the begining of the Muslim conquest of Persia. But now—with our positon as a rising power in the world stage and in the Middle East—we can westle our rivals for control over Syria and the entire Levant—going as far as claiming al-Quds—which would certainly let us be respected not only by Islamic powers, but by Christian ones as well.;;;;;;;;;;;;;
persian_holy_cities_title;Custody over the Holy Cities;;;;;;;;;;;;;
persian_holy_cities_desc;§RGain 8 infamy§! While we never ruled over Hedjaz nor does the region have much in the way of economic or strategic importance, its value to us is hard to understate. With our position as the holders of al-Quds, we earned a great deal of respect from the Christian powers and from the Muslim people—to a lesser degree. While al-Quds is also a holy city in Islam, its importance pales in comparison to the Holy Cities of Mecca and Medina—both found in Hedjaz. Thus—pairing it with our position as a great power—if we were to hold both al-Quds and the Holy Cities of Mecca and Medina we would become the uncontested leaders of the Muslim world, even if we are part of the Shiite minority.;;;;;;;;;;;;;
EVTDESC800869;\n\nThe_Prince-Governor_of_Fars,_Husayn_Khan_Ajudan_Bashi,_has_just_led_an_army_towards_Bandar_Abbas,_demanding_that_the_Imam_pays_30,000_tomans_or_give_up_the_city,_being_repulsed_shortly_after_trying_to_take_the_port._\n\nDespite_the_terms_of_the_lease_treaty_being_somewhat_contested,_it_remained_undisputed_that_such_an_arrangement_was_dependent_on_the_Imam_of_Muscat_paying_a_sum_of_4000_tomans_a_year_and,_despite_that,_Muscat_has_failed_to_pay_the_rent_on_Bandar_Abbas_time_and_time_again,_not_because_of_a_lack_of_coin,_but_because_the_Imam_knows_that_we_can_do_nothing_about_it,_considering_their_superiority_at_sea._\n\nThus,_with_Husayn_Khan's_force_being_repulsed,_we_are_can_only_assure_the_Imam_that_we_have_no_involvement_in_this,_lest_we_face_his_ire.;;;;;;;;;;;;;
EVTDESC800870;\n\nThe_Prince-Governor_of_Fars,_Husayn_Khan_Ajudan_Bashi,_has_just_led_an_army_towards_Bandar_Abbas,_demanding_that_we_pay_30,000_tomans_or_give_up_the_city,_being_repulsed_shortly_after_trying_to_take_the_port._\n\nDespite_being_under_the_obligation_of_paying_a_sum_of_4000_tomans_a_year,_we_have_been_skipping_on_the_port's_rent_for_quite_a_while,_knowing_that_the_$FROMCOUNTRY$_can't_do_anything_about_it,_lest_risk_having_their_ports_shelled_to_the_ground._\n\nBut_now,_with_Husayn_Khan's_foolish_display_of_recklessness,_we_are_forced_to_consider_if_sending_a_threatening_message_is_enough_or_if_we_should_settle_this_matter_once_and_for_all...;;;;;;;;;;;;;
EVTDESC800871;\n\nWith_our_victory_against_the_Imamate,_the_matter_of_Bandar_Abbas_is_finally_settled._Our_victory_came_with_a_high_price,_at_the_start_of_the_war,_the_Imam's_fleet_shelled_most_of_our_ports,_completely_disrupting_our_trade._Luckily,_Bandar_Abbas_remains_mostly_intact,_allowing_the_city_to_take_over_its_place_as_Persia's_main_port_while_we_rebuild_Bushehr.;;;;;;;;;;;;;
EVTDESC800872;\n\nWith_our_victory_against_the_Iranians,_the_matter_of_Bandar_Abbas_is_finally_settled._No_more_will_we_need_to_worry_about_the_lease_of_Bandar_Abbas,_as_now_the_city_is_officially_a_part_of_our_great_maritime_empire._Better_yet,_with_our_shelling_of_the_Iranian_ports,_Bandar_Abbas_remains_as_the_only_suitable_port_in_the_region,_allowing_us_to_hold_a_monopoly_over_maritime_trade_in_the_region.;;;;;;;;;;;;;
EVTDESC800873;\n\nWith_our_defeat_against_the_Imamate,_the_matter_of_Bandar_Abbas_is_finally_settled._The_Imam's_possessions_in_our_side_of_the_gulf_are_now_officialy_part_of_the_Imamate,_with_our_state_being_forced_to_give_up_our_claims_on_it._Worse_yet,_with_most_of_our_ports_destroyed,_Bandar_Abbas_remains_as_the_only_suitable_port_in_the_region,_forcing_us_to_conduct_all_of_our_maritime_trade_through_the_Imamate.;;;;;;;;;;;;;
regain_omani_coast_defeat_title;Reclaim the Strait of Hormuz;;;;;;;;;;;;;
regain_omani_coast_defeat_desc;The powerful, maritime Sultanate of Muscat-Oman under the capable rule of the BuSaidi dynasty, had managed to occupy much of the coastal lands around the Persian Gulf and the Northwest Indian Ocean, all the way to Zanzibar by the mid 1850s. These included ports, islands and coastal regions of Baluchistan, Strait of Hormuz and Laristan on the Persian side of the Gulf of Oman and the Persian Gulf. These annexations were afforded to Oman during the chaos that ruled Persia in her transitional period between the Zand and the Qajar dynasties, which was followed immediately by the continuous military campaign by Persia defending herself against the imperial Russian and British forces in the north and the east.\n\nDespite losing against the Sultanate of Muscat-Oman in 1846, now that that Muscat lost control over Bandar Abbas, we can once again integrate these ports back into our nation.;;;;;;;;;;;;;
RGSANTHEM;\n\nWhile the final version of the Rio-grandense Anthem was only settled for in 1966, the anthem itself was written first right after the capture of Porto Alegre by Rio-grandense forces by a captured military band, with the the official version being written after the end of the war. Composed Joaquim José Medanha, the first version was written by Serafim Joaquim de Alencastre, while the final version was the work of Francisco Pinto da Fontoura.;;;;;;;;;;;;;
EVTDESC800874;\n\nThe_recent_integration_of_Lithuania_into_our_nation_has_been_quite_disruptive._Not_only_did_Lithuanians_become_our_second_biggest_ethnic_group,_but_they_also_increased_the_number_of_Catholics_in_our_country,_turning_them_into_a_sizeable_minority._Naturally,_we_already_took_measures_to_accomodate_the_Lithuanians_in_our_nation,_but_today_an_interesting_proposal_came_from_the_Lithuanian_leadership._They_request_that_we_grant_them_a_position_at_the_helm_of_$COUNTRY$,_to_lead_the_nation_and_use_their_connections_in_Poland_and_Ruthenia_to_find_allies_and_help_integrate_the_Belarussian_population._Needless_to_say,_the_proposal_hasn't_been_received_very_well,_with_some_arguing_that_the_Lithuanians_want_to_hijack_$COUNTRY$._While_these_fears_are_valid,_we_don't_doubt_that_the_Lithuanians_have_the_tools_to_let_us_expand_further_in_Russia._It_also_comes_to_our_attention_that_giving_them_power_would_certainly_placate_the_Catholic_minority,_even_if_the_rest_of_the_country_won't_be_so_happy_about_it.;;;;;;;;;;;;;
EVTDESC800875;\n\nWith_the_Lithuanians_taking_over_the_leadership_of_$COUNTRY$,_we_naturally_have_been_using_Lithuanian_claims_to_expand_the_duchy,_having_recently_consolidated_our_rule_over_Belarus_and_integrated_the_slavs_into_our_nation,_but_that_is_not_enough._\n\nToday,_some_of_the_Lithuanian_leaders_have_met_in_Vilnius,_far_away_from_the_capital_in_Riga._There_were_talks_that_maybe_the_identity_of_$COUNTRY$_is_holding_the_country_back_and_that_we_should_officially_restore_Lithuania_as_a_sovereign_and_independent_nation,_moving_the_capital_to_Vilnius_to_announce_the_change_in_course._\n\nNo_consensus_was_reached_at_first,_but_we_will_have_to_decide:_do_we_keep_true_to_the_nation_that_our_brother's_have_granted_to_us,_or_do_we_seize_the_chance_to_revive_Lithuania?;;;;;;;;;;;;;
accept_ruthenians_title;Ruthenian Autonomy;;;;;;;;;;;;;
accept_ruthenians_desc;Ruthenia was always an important part of the Lithuanian state. Even with the Union of Lublin, more than half of the Grand Duchy was composed by Ruthenian voivodeships. Our expansion into Ruthenia began ever before Chirstianization, with the rich cities of Ruthenia granting the resources to fight the repeated agressions of the Teutonic and Livonian Orders. In return, Ruthenian magnates held on to their lands and kept a lot of autonomy under Lithuanian rule, with some Lithuanian nobles even converting to Orthodox Christianity and many of the Grand Duchy's official documents. \n\nOur state has already integrated the White Ruthenians into our nation, but now, with the acquisition of Kiev in the heart of the Rus, we are in a position to tackle the integration of the Ruthenians further south, granting them the same right as the Ruthenians to the north, with a bit of extra autonomy on top of that.;;;;;;;;;;;;;
restore_grand_duchy_lit_title;Restore Pre-Partition Borders;;;;;;;;;;;;;
restore_grand_duchy_lit_desc;§RGain 8 infamy§! Despite having restored the borders granted by the Napoleon to the Provisional Government Commission of the Grand Duchy of Lithuania, that was only the first step of our restoration to the status as an European power. Now that we have annexed Minsk and integrated its people, it is only natural that we push further into uniting the White Ruthenians, while also restoring our pre-partition borders in the process, delving deeper into Russia with it.;;;;;;;;;;;;;
act_of_5th_november_title;Fulfill the Act of 5th November;;;;;;;;;;;;; 
act_of_5th_november_desc;Following their occupation of Congress Poland during the Great War, the Act of 5th November was a joint declaration between emperors Wilhelm II of Germany and Franz Joseph of Austria, promising the creation of the Kingdom of Poland out of Congress Poland's territory. The document was born out of a need for Polish blood to fight in the war, with Wilhelm II's Germany even having plans to annex up to 30,000km² of land from the newly-established Kingdom of Poland. Now, with the war over, we are in the position to fulfill our promises to the Poles, letting us further negotiate with our new Polish puppets once the situation stabilizes and the political mood in Poland shifts in our favor.;;;;;;;;;;;;;
accept_lietvaks_title;Embrace the Lietvaks;;;;;;;;;;;;; 
accept_lietvaks_desc;Lithuanian Jews, nowdays known as Lietvaks, have been an important part of our nations since the days of Vytautas the Great, whom granted privileges to many Lietvaks communities all across the Grand Duchy and ensured a golden age of Judaism in Lithuania, with it leading to the co-existence of both Orthodox Jews and Karaites inside our borders. That is not to say our relation with our Jewish communities was perfect as Lietvaks suffered both from expulsions and conflicts with the nobility. \n\nDespite that, many Jewish communities prospered under our rule, with our capital, Vilnius, being often known by the moniker "Jerusalem of the North", with Lietvaks such as Vilna Gaon and Mendele Mocher Sforim being important figures in the Jewish world. It would prudent to embrace the Lietvaks, guaranteeing their rights and assuring them they are a respected part of our nation.;;;;;;;;;;;;;
united_with_belarussians;Granted Equal Rights to the White Ruthenians;;;;;;;;;;;;;
EVTDESC800878;\n\nThe_liberals—centered_mostly_around_the_urban_liberal_cantons—have_proposed_a_new_constitution_that_would_tie_the_cantons_closer_together_and_centralize_the_Confederation,_with_it_being_met_by_opposition_mainly_from_the_catholic_cantons_dominated_by_the_conservative_parties._Now,_these_cantons_have_united_to_form_the_Sonderbund_in_opposition_to_the_new_constitution_that_is_soon_to_be_enacted._\n\nDespite_lacking_the_support_from_some_of_the_Catholic_cantons_such_as_Ticino—which_is_dominated_by_a_liberal_legislature—we_fear_that_such_a_divide_will_invite_our_Catholic_neighbors_into_intervening_in_favor_of_the_Sonderbund.;;;;;;;;;;;;;
