EVTOPTA200043;I miss Beethoven...;;;;;;;;;;;;;
EVTOPTA200044;Poor man. We should remember him.;;;;;;;;;;;;;
EVTOPTA200045;Stop it! STOP IT! My ears!;;;;;;;;;;;;;
EVTOPTA200046;So, instead of searching political freedom, Germans are distracted by silly poems?;;;;;;;;;;;;;
EVTOPTA200047;Hilarious, a funny painter. But, wait, 'Satiric Magazines'? Satiric against whom?;;;;;;;;;;;;;
EVTOPTA200048;Go back to sleep, Michel..;;;;;;;;;;;;;
EVTOPTA200049;Send the troops.;;;;;;;;;;;;;
EVTOPTA200050;They deserved it!";;;;;;;;;;;;;
EVTOPTA200052;In Germany, even a gory tragedy becomes cultural heritage.;;;;;;;;;;;;;
EVTOPTA202000;Send von Welden!;;;;;;;;;;;;;
EVTOPTA202003;Abdicate and make peace to prevent damage;;;;;;;;;;;;;
EVTOPTA202001;We will intervene. Long live Italy!;;;;;;;;;;;;;
EVTOPTA202002;Rebels! Traitors! Bloody Italian Scum!;;;;;;;;;;;;;
EVTOPTA90000;They're coming right for us!;Ils arrivent bien pour sur nous !;Bald sind sie da!;;;;;;;;;;;
EVTOPTA90001;What are you talking about?;De quoi parlez-vous ?;Wovon redet Ihr da?;;;;;;;;;;;
EVTOPTA90002;We will save them!;Nous allons les sauver !;Wir werden sie retten!;;;;;;;;;;;
EVTOPTA90003;Fools!;Imbéciles !;Dummköpfe!;;;;;;;;;;;
EVTOPTA90004;We're here to help you.;Nous sommes là pour vous aider.;Wir sind hier, um euch zu helfen.;;;;;;;;;;;
EVTOPTA90005;Good call.;Bon plan.;Eine gute Entscheidung.;;;;;;;;;;;
EVTOPTA90006;Good call.;Bon plan.;Eine gute Entscheidung.;;;;;;;;;;;
EVTOPTA90007;Good call.;Bon plan;Eine gute Entscheidung.;;;;;;;;;;;
EVTOPTA90008;Good call.;Bon plan.;Eine gute Entscheidung.;;;;;;;;;;;
EVTOPTA90009;Good call.;Bon plan.;Eine gute Entscheidung.;;;;;;;;;;;
EVTOPTA90100;Perhaps we can work something out;Peut-être pourra-t-on en tirer quelque chose !;Vielleicht können wir uns einigen;;;;;;;;;;;
EVTOPTA90101;How depressing;Comme c'est déprimant;Wie niederschmetternd;;;;;;;;;;;
EVTOPTA90103;I hate crowds;Je déteste les foules;Ich hasse Menschenmengen;;;;;;;;;;;
EVTOPTA90105;Better dead than red!;Mieux vaut morts que rouges !;Besser tot als rot!;;;;;;;;;;;
EVTOPTA90900;We are united again;Nous sommes à nouveau unis;Wir sind wieder vereint;;;;;;;;;;;
EVTOPTA90901;We are united again;Nous sommes à nouveau unis;Wir sind wieder vereint;;;;;;;;;;;
EVTOPTA90910;Wagons West!;Wagons à l'ouest !;Wagen gen Westen!;;;;;;;;;;;
EVTOPTA37226;This is quite a blow!;Quel choc !;Dies ist ein echter Rückschlag!;;;;;;;;;;;
EVTOPTA23213;Well this isn't good...;Ça, c'est pas bon du tout...;Das hört sich gar nicht gut an ?;;;;;;;;;;;EVTOPTA111011928;Of course!;Bien sûr !;Natürlich!;;;;;;;;;;;
EVTOPTA101532;Ban the book!;;;;;;;;;;;;;
EVTOPTA101533;Another mouthpiece for the nationalists...;;;;;;;;;;;;;
EVTOPTA101534;We must stop this anti-government drivel!;;;;;;;;;;;;;
EVTOPTA146604;Bailamos!!;;;;;;;;;;;;;
EVTOPTA40000;Such progress!;;;;;;;;;;;;;
EVTOPTA999100;We will prosper regardless!;;;;;;;;;;;;;
EVTOPTA34618;That can only mean war!;;;;;;;;;;;;;
EVTOPTA34619;We welcome our new brethren in Schaffhausen into our glorious nation.;;;;;;;;;;;;;
EVTOPTA34617;Prussia won´t get an acre of Swiss land!;;;;;;;;;;;;;
EVTOPTA11011;Agree to the Lease.;;;;;;;;;;;;;
EVTOPTA22022;Great!;;;;;;;;;;;;;
EVTOPTA33033;There will be consequences!;;;;;;;;;;;;;
EVTOPTA44044;There will be consequences!;;;;;;;;;;;;;
EVTOPTA55055;Great!;;;;;;;;;;;;;
EVTOPTA34620;Let´s keep all of Lothringen!;;;;;;;;;;;;;
EVTOPTA776405;Damn the acts of attempting to balance Asia.;;;;;;;;;;;;;
EVTOPTA776543;A shame.;;;;;;;;;;;;;
EVTOPTA776801;Isn't this just exploitation of our natural resources?;;;;;;;;;;;;;
EVTOPTA776901;But I enjoy a broken World Economy...;;;;;;;;;;;;;
EVTOPTA110083;We could learn a lot.;;;;;;;;;;;;;
EVTOPTA110092;A sad state of affairs.;;;;;;;;;;;;;
EVTOPTA110082;Wonderful initiative!;;;;;;;;;;;;;
EVTOPTA190401;Go for it!;;;;;;;;;;;;;
EVTOPTA190431;A little money may help?;;;;;;;;;;;;;
EVTOPTA16517;The south is our strength!;;;;;;;;;;;;;
EVTOPTA16516;The war is over...;;;;;;;;;;;;;
EVTOPTA4778710;Send the request.;;;;;;;;;;;;;
EVTOPTA4778711;Of course we will accept this generous offer! §GLose 3 infamy§W;;;;;;;;;;;;;
EVTOPTA4778712;We have no choice...;;;;;;;;;;;;;
EVTOPTA477700;Make it balanced.;;;;;;;;;;;;;
EVTOPTA5002;This might become popular...;Elle allait devenir très populaire...;Das könnte ein beliebter Sport werden...;;Esto podría llegar a ser popular...;;;;;;;;;
EVTOPTA5001;Glory to Uruguay!;Gloire à l'Uruguay !;Uruguay lebe hoch!;;¡Gloria a Uruguay!;;;;;;;;;
EVTOPTA5000;The Poor might enjoy it!;Les pauvres apprécieront !;Sowas könnten den Armen gefallen!;;¡Los pobres podrían disfrutarlo!;;;;;;;;;
EVTOPTA22500;Regulate! Tax! Ban! Panic!;Régulation ! Taxation ! Interdiction ! Panique !;Regulierung! Besteuern! Verbannen! Aaah - Panik!;;¡Regulemos! ¡Gravemos! ¡Prohibamos! ¡Huyamos!;;;;;;;;;
EVTOPTA22510;It's only a temporary crisis, no one can be blamed;Il ne s'agit là que d'une crise temporaire et personne n'en est responsable.;Es ist doch nur einer temporäre Krise, für die man niemanden verantwortlich machen kann.;;Es solo una crisis temporal, de la que no se puede culpar a nadie.;;;;;;;;;
EVTOPTA22520;There is always the chance that these systems will fail, and then what?;Mais il est toujours possible que ces systèmes s'écroulent, et alors ?;Aber diese Systeme könnten natürlich scheitern ... und was dann?;;Siempre existe la posibilidad de que estos sistemas fracasen. ¿Y entonces qué?;;;;;;;;;
EVTOPTA22530;Of course we must aid and help promote this beautiful private initiative;Bien sûr, nous devons aider et promouvoir cette remarquable initiative privée.;Natürlich müssen wir ihnen helfen und diese wunderbare Privatinitiative unterstützen.;;Por supuesto, debemos ayudar y promover esta magnífica iniciativa privada.;;;;;;;;;
EVTOPTA22540;Splendid news!;Excellente nouvelle !;Wunderbare Nachrichten!;;¡Noticias espléndidas!;;;;;;;;;
EVTOPTA22550;The institution of free banking is a fundamental pillar of free trade;Les opérations bancaires libres constituent un pilier fondamental du libre échange.;Die Institution der Bankenfreiheit ist ein fundamentaler Grundpfeiler der Handelsfreiheit.;;La institución de la banca libre es un pilar fundamental del libre comercio.;;;;;;;;;
EVTOPTA22560;Excellent!;Excellent !;Hervorragend!;;¡Excelente!;;;;;;;;;
EVTOPTA22570;Naturally we must aid the company through this tough time;Naturellement, il nous faut aider la compagnie en ces temps difficiles.;Während dieser harten Zeiten müssen wir der Firma natürlich Unterstützung leisten.;;Naturalmente, debemos ayudar a la compañía en estos momentos difíciles.;;;;;;;;;
EVTOPTA22580;We must protect our workers at any cost, and this cornered market must be opened.;Nous devons protéger nos ouvriers, coûte que coûte, et ce marché acculé doit être ouvert.;Wir müssen unsere Arbeiter um jeden Preis schützen, und dieser eingeengte Markt muss geöffnet werden.;;Debemos proteger a los trabajadores a cualquier precio, y el mercado debe abrirse.;;;;;;;;;
EVTOPTA14730;Denounce the League;Dénoncer la ligue;Denunziert die Liga;;Denunciad a la Liga.;;;;;;;;;
EVTOPTA14740;Wonderful!;Magnifique !;Wunderbar!;;¡Magnífico!;;;;;;;;;
EVTOPTA14750;Conservative arguments prevail;Les arguments conservateurs prédominent;Die konservativen Argumente sind besser.;;Se imponen los argumentos conservadores.;;;;;;;;;
EVTOPTA14760;The government must accept responsibility for its own shortcomings;Le gouvernement doit accepter la responsabilité de ses propres imperfections;Die Regierung muss die Verantwortung für ihre eigenen Unzulänglichkeiten übernehmen!;;El gobierno debe aceptar la responsabilidad de sus propios errores.;;;;;;;;;
EVTOPTA14770;...and may the memory live long;... Et puisse cela perdurer !;... und möge die Erinnerungen ewig leben.;;... y que la memoria perdure mucho tiempo.;;;;;;;;;
EVTOPTA14780;... who cares!?;... Et alors !?;... und wen kümmert das?;;¿A quién le importa?;;;;;;;;;
EVTOPTA14790;Fantastic news!;Excellente nouvelle !;Fantastische Neuigkeiten!;;¡Noticias fantásticas!;;;;;;;;;
EVTOPTA14800;Just display the baubles somewhere locally;Exposer ces babioles quelque part dans le coin.;Stellt das Zeugs einfach in irgendeinem lokalen Museum aus.;;Exponed esas chucherías en la zona donde las encontraron.;;;;;;;;;
EVTOPTA14810;If the shop needs to operate at those hours, who are we to have opinions about that?;Si cet atelier doit faire de telles heures, qui sommes-nous pour donner notre avis ?;Wenn die Werkstatt so spät arbeiten muss, was haben wir uns da einzumischen?;;Si el taller tiene que funcionar a esas horas, ¿podemos opinar sobre ello?;;;;;;;;;
EVTOPTA10001;We can expect increased liberal activity in the coming years;Les années à venir promettent d'intenses activités libérales.;In den kommenden Jahren können wir stärkerer liberale Aktivitäten erwarten.;;Podemos esperar un aumento de la actividad liberal en los próximos años.;;;;;;;;;
EVTOPTA10105;Suppress them in parliament and hope that the countryside stays calm;Évincez-les du parlement en espérant que les campagnes restent calmes.;Unterdrückt sie im Parlament. Hoffentlich bleibt es auf dem Land dann ruhig.;;Suprimidlos en el parlamento. Esperemos que el campo se mantenga en calma.;;;;;;;;;
EVTOPTA10110;Bloody revolutionaries.;Maudits révolutionnaires.;Verdammte Revolutionäre.;;Malditos revolucionarios.;;;;;;;;;
EVTOPTA10260;Excellent!;Excellent !;Hervorragend!;;¡Excelente!;;;;;;;;;
EVTOPTA14000;Our trade must be protected from destructive foreign competition;Notre commerce doit être protégé des dangers de la concurrence étrangère.;Unser Handel muss vor der zerstörerischen ausländischen Konkurrenz geschützt werden.;;Debemos proteger nuestro comercio de la competencia extranjera destructiva.;;;;;;;;;
EVTOPTA14010;Decisive arguments for Laissez Faire;Arguments décisifs en faveur du Laissez-faire;Entscheidende Argumente für Laissez Faire;;Argumentos decisivos para la política no intervencionista;;;;;;;;;
EVTOPTA14020;There are no Gods!;Il n'y a aucun dieu !;Es gibt keine Götter!;;¡No hay dioses!;;;;;;;;;
EVTOPTA14030;Give them residency.;Les autoriser à résider dans le pays;Lasst sie bei uns wohnen.;;Dadles la residencia.;;;;;;;;;
EVTOPTA14040;We are patriots and we are going to fight for our country!;Nous sommes des patriotes et nous allons combattre pour notre pays !;Wir sind Patrioten und wir werden für unser Land kämpfen!;;¡Somos patriotas y vamos a luchar por nuestro país!;;;;;;;;;
EVTOPTA14050;Raise the tariffs!;Augmenter les droits de douane !;Hebt die Zölle an!;;¡Subid los aranceles!;;;;;;;;;
EVTOPTA14060;Free trade ensures our long-term competitive edge;Le libre échange nous permet de conserver un avantage sur le long-terme.;Die Handelsfreiheit sichert unsere Konkurrenzfähigkeit langfristig.;;El libre comercio no asegura el mantenimiento de nuestro margen competitivo.;;;;;;;;;
EVTOPTA14070;I see no reason to monopolize it.;Je ne vois aucune raison de créer un monopole.;Ich sehe keinen Grund für eine Monopolisierung.;;No veo razones para monopolizarlo.;;;;;;;;;
EVTOPTA14080;Nonsense. The production quota will remain the same.;C'est absurde. Les quotas de production resteront les mêmes.;Unsinn. Die Produktionsquote bleibt unverändert.;;Tonterías. Se mantendrá la misma cuota de producción.;;;;;;;;;
EVTOPTA14090;Naturally, they are right.;Naturellement, ils ont raison.;Sie haben natürlich Recht.;;Naturalmente, tienen razón.;;;;;;;;;
EVTOPTA14100;That's rubbish!;Foutaise !;Das ist doch Unsinn!;;¡Eso son tonterías!;;;;;;;;;
EVTOPTA14110;Religion is a private matter.;La religion est une affaire privée.;Religion ist eine Privatangelegenheit.;;La religión es un asunto privado.;;;;;;;;;
EVTOPTA14120;Secularization first!;Laïcisation avant tout !;Säkularisation hat Priorität!;;¡Secularización primero!;;;;;;;;;
EVTOPTA14130;Try to keep an open mind.;Essayez de rester ouvert d'esprit.;Wir sollten aufgeschlossen bleiben.;;Tratad de mantener una mente abierta.;;;;;;;;;
EVTOPTA14140;Of course the church must be renovated!;Bien sûr que l'église doit être rénovée !;Die Kirche muss selbstverständlich renoviert werden!;;¡Por supuesto, la iglesia debe renovarse!;;;;;;;;;
EVTOPTA14150;They have no right to demand anything.;Ils n'ont aucun droit de réclamer quoi que ce soit.;Sie haben kein Recht, alles zu verlangen.;;No tienen derecho a pedir nada.;;;;;;;;;
EVTOPTA14160;Limited citizenship until a proven and loyal subject;Citoyenneté limitée jusqu'à ce qu'ils soient de loyaux sujets;Eingeschränkte Bürgerrechte, bis man sich als loyaler Untertan unter Beweis gestellt hat.;;Ciudadanía limitada hasta que no sea un súbdito probado y leal.;;;;;;;;;
EVTOPTA14170;We must constantly strive to extend freedom!;Nous devons tout faire pour repousser les limites de la liberté !;Wir müssen stets nach größerer Freiheit streben!;;¡Debemos esforzarnos constantemente por extender la libertad!;;;;;;;;;
EVTOPTA14180;To war, by Jingo!;Déclarons-leur la guerre, bon sang !;In den Krieg, mit Hurra!;;¡A la guerra, por Dios!;;;;;;;;;
EVTOPTA14190;The soldiers need better food!;Les soldats ont besoin de mieux manger !;Die Soldaten brauchen besseres Essen!;;¡Los soldados necesitan mejor comida!;;;;;;;;;
EVTOPTA14200;That sounds expensive.;Cela semble cher.;Das klingt teuer.;;Eso suena caro.;;;;;;;;;
EVTOPTA14210;Peace always prevails!;La paix prédomine toujours !;Der Frieden wird sich immer durchsetzen!;;¡La paz siempre prevalece!;;;;;;;;;
EVTOPTA10270;They must be allowed to express their opinions;Ils doivent être autorisés à exprimer leurs opinions.;Sie müssen ihre Meinungen frei äußern dürfen.;;Deben permitirles que expresen sus opiniones.;;;;;;;;;
EVTOPTA10280;Honestly, have you nothing better to do?;Franchement, vous n'avez rien de mieux à faire ?;Mal ehrlich, habt ihr nichts Besseres zu tun?;;En serio, ¿no tienen nada mejor que hacer?;;;;;;;;;
EVTOPTA10290;Make sure it stays a local hit at best;Veillez à ce que sa diffusion demeure restreinte.;Sorgt dafür, dass das Buch allenfalls ein lokaler Erfolg wird.;;Aseguraos de que no pase de ser un éxito local;;;;;;;;;
EVTOPTA10300;Perhaps some slight adjustments locally could be considered;De légers ajustements locaux pourraient s'avérer bénéfiques.;Vielleicht könne man ein paar leichten Veränderungen stattgeben ...;;Quizás podrían considerarse algunos ligeros ajustes a nivel local;;;;;;;;;
EVTOPTA10320;Obviously we must take pride in this publication!;De toute évidence, nous ne pouvons qu'être fiers d'une telle publication !;Auf diese Publikation müssen wir natürlich stolz sein!;;¡Obviamente, debemos enorgullecernos de esta publicación!;;;;;;;;;
EVTOPTA10330;Let them hold their little rally.;Qu'ils poursuivent leur rassemblement !;Sollen sie doch ihre kleine Kundgebung abhalten.;;Dejad que celebren su pequeño mitin.;;;;;;;;;
EVTOPTA17020;This blatant discrimination is silly to the point of the absurd;Cette discrimination flagrante est stupide au point de l'absurde.;Diese eklatante Diskriminierung ist so unsinnig wie absurd.;;Esta discriminación flagrante es ridícula hasta el punto del absurdo.;;;;;;;;;
EVTOPTA17030;Naturally the war-effort demands every available hand;Naturellement, l'effort de guerre a besoin de toutes les bonnes volontés.;Die Kriegsbemühungen brauchen natürlich jede mögliche Hilfe.;;Evidentemente, el esfuerzo de guerra exige que echemos mano de toda la gente disponible;;;;;;;;;
EVTOPTA17040;The legal status of women in the work place obviously needs to be regulated;Le statut légal des femmes dans le monde du travail doit être réglementé.;Der rechtliche Status von Frauen am Arbeitsplatz muss offensichtlich reguliert werden.;;Es obvio que hay que regular la situación laboral de la mujer.;;;;;;;;;
EVTOPTA17050;We watch, observe, learn, and, ultimately, do nothing.;Nous surveillons, observons, apprenons et, finalement, ne faisons rien.;Wir beobachten, lernen, und unternehmen letztendlich doch nichts.;;Miramos, observamos, aprendemos y, finalmente, no hacemos nada.;;;;;;;;;
EVTOPTA17060;Oh, well, freedom of speech and all that.;Ah oui, la liberté d'expression et tout ce qui va avec.;Ach na ja, Meinungsfreiheit und all das.;;Oh, bueno, es lo que tiene la libertad de expresión.;;;;;;;;;
EVTOPTA17070;A good time to push for a more conservative agenda;Le moment est bien choisi pour mettre en avant plus de conservatisme.;Eine gute Zeit, um auf eine etwas konservativere Agenda zu drängen.;;Es el momento de presionar para una vuelta a una agenda más conservadora.;;;;;;;;;
EVTOPTA17080;... and the stock-market report?;... et le rapport sur la bourse ?;... und der Börsenbericht?;;¿Y el informe del mercado de valores?;;;;;;;;;
EVTOPTA17090;I'm not sure how the locals will feel about all this littering. Not sure at all.;Je m'interroge sur l'accueil que les habitants réserveront à cette campagne.;Ich weiß nicht, was die Anwohner von dieser Vermüllung halten werden. Weiß ich wirklich nicht.;;No estoy seguro de como se tomará la población local esta campaña. No tengo ni idea.;;;;;;;;;
EVTOPTA17100;Throw that willy-nilly out of my institution of higher learning!;Mettez cette personne, bon gré mal gré, à la porte de mon école !;Werft dieses Gör aus meiner Universität!;;¡Sacad a esa... lo que sea de mi centro de enseñanza superior!;;;;;;;;;
EVTOPTA17110;Commend the book;Recommander ce livre;Empfiehlt das Buch.;;Recomendad el libro.;;;;;;;;;
EVTOPTA17120;I predict that the reform agenda will gain a fair amount of traction in the Upper House;Le program de réformes suscitera un certain intérêt au sein de la Chambre haute.;Ich denke, die Reformagenda wird durchaus im Oberhaus Gehör finden.;;Auguro que la agenda reformista ganará bastante impulso en la cámara alta.;;;;;;;;;
EVTOPTA17130;Okay.;D'accord.;Okay.;;Muy bien.;;;;;;;;;
EVTOPTA17140;I suggest that the local authorities force feed that hysterical woman;Je suggère que les autorités locales forcent cette femme hystérique à se nourrir.;Ich schlage vor, dass die lokalen Behörden diese hysterische Frau zwangsernähren.;;Sugiero que las autoridades locales alimenten por la fuerza a esa mujer histérica.;;;;;;;;;
EVTOPTA17150;Use the pressure of the central government to end the legislation;Utiliser la pression du gouvernement central pour mettre fin à cette législation.;Schafft die Verordnung durch Druck der Zentralregierung wieder ab.;;Utilizad la presión del gobierno central para acabar con esa legislación.;;;;;;;;;
EVTOPTA17160;Let us bask in the glow of this little gem of international renown that just fell into our lap;Réjouissons-nous de ce petit chef-d'?uvre de renom international.;Sonnen wir uns im Glanze dieses Kleinods von internationalem Ruf, das uns gerade in den Schoß gefallen ist.;;Vamos a regocijarnos con esta perla de renombre internacional que nos ha caído.;;;;;;;;;
EVTOPTA17170;I might know of a little place that could decidedly get calmer...;Il est un endroit qui aurait bien besoin de retrouver son calme...;Ich kenne da vielleicht einen Ort, an dem es bald deutlich ruhig werden wird ...;;Sé de un lugar que no me importaría que se calmase un poco...;;;;;;;;;
EVTOPTA17500;We will not turn the arms of our soldiers against the citizens they exist to defend;Nous ne retournerons pas les armes de nos soldats contre nos citoyens.;Wir werden nicht die Waffen unserer Soldaten gegen die Bürger richten, die sie eigentlich beschützen sollen.;;No volveremos las armas de nuestros soldados contra los ciudadanos..;;;;;;;;;
EVTOPTA17510;We will not recommend our citizens to form protection rackets;Nous ne conseillerons pas à nos citoyens de constituer de tels groupes de protection.;Wir raten unseren Bürgern davon ab, Schutztruppen zu organisieren.;;No recomendaremos a nuestros ciudadanos que organicen jaleos de protección.;;;;;;;;;
EVTOPTA17520;You mean you fired someone? Nothing wrong with that!;Vous voulez dire que vous avez licencié quelqu'un ? Rien de mal à cela !;Heißt das, jemand ist entlassen worden? Daran wäre doch nichts falsch!;;¿Es que habéis despedido a alguien? ¡No veo que tiene de malo!;;;;;;;;;
EVTOPTA10000;We will be freemen, as our fathers were.;Nous serons des hommes libres, comme nos pères l'ont été.;Wir werden alle frei sein, wie es unsere Väter waren.;;Seremos hombres libres, como nuestros padres antes que nosotros.;;;;;;;;;
EVTOPTA17530;Let us hope that this will be the end of this revolutionary prattle;Espérons que cela mettra un terme à cette absurdité révolutionnaire.;Hoffentlich ist dies das Ende dieses revolutionären Geschwätzes.;;Esperemos que sea el final de este cotorreo revolucionario.;;;;;;;;;
EVTOPTA17540;Time is on our side. Let us wait them out with vague promises, but little or no action.;Le temps joue en notre faveur. Faisons-les attendre avec de vagues promesses.;Die Zeit ist auf unserer Seite. Lasst sie uns mit wagen Versprechen hinhalten, aber nur wenig oder gar nicht unternehmen.;;El tiempo está de nuestro lado. Dejémoslos esperando con promesas vagas?;;;;;;;;;
EVTOPTA17550;I shall suggest down at the club that they start a subscription. Gin, anyone?;Je vais suggérer au club de prendre un abonnement. Quelqu'un veut du gin ?;Ich werde mal beim Klub vorschlagen, dass sie das Blatt abonnieren. Will jemand Gin?;;Sugeriré en el club que se suscriban. ¿Alguien quiere ginebra?;;;;;;;;;
EVTOPTA17560;Commemorating bomb-throwers and murderers, in one of *my* states?;On commémore des poseurs de bombes et des meurtriers dans l'un de MES États ?;Gedenkfeiern für Bombenwerfer und Mörder in einem *meiner* Staaten?;;¿Conmemorando a lanzadores de bombas y asesinos en uno de 'mis' estados?;;;;;;;;;
EVTOPTA17580;An excellent initiative that can only be applauded!;Voilà une initiative qui mérite d'être applaudie !;So einer hervorragenden Initiative kann man nur Beifall klatschen!;;¡Una iniciativa excelente que solo puede ser aplaudida!;;;;;;;;;
EVTOPTA17590;Yes? We have trade, wars, production, and you tell me about organized labor?;Ah bon ? vous me parlez de mouvement syndical ?;Ja? Handel, Kriege, Produktion - und ihr erzählt mir von organisierten Arbeitern?;;¿Sí? ¿Tenemos comercio, guerras, producción y vienes a hablarme de obreros sindicados?;;;;;;;;;
EVTOPTA17600;An interesting development that we will make sure to keep an eye on.;Voilà un développement intéressant sur lequel il va nous falloir garder l'?il.;Das ist eine interessante Entwicklung, die wir im Auge behalten müssen.;;Un desarrollo interesante que nos aseguraremos de seguir.;;;;;;;;;
EVTOPTA17610;Clamp down on the organization and attempt to shut it down;Neutraliser ce corps et tenter de le démanteler;Geht gegen die Organisation vor und versucht, sie aufzulösen.;;Tomad medidas drásticas en la organización e intentad cerrarla.;;;;;;;;;
EVTOPTA17620;The party's work is not illegal, and is therefore not a government concern;Les agissements du parti ne sont pas contraires à la loi.;Die Arbeit der Partei ist nicht illegal und geht die Regierung deshalb nichts an.;;El trabajo del partido no es ilegal y, por tanto, el gobierno no está preocupado.;;;;;;;;;
EVTOPTA17630;Send out the military to restore order;Envoyer l'armée pour rétablir l'ordre;Das Militär soll die Ordnung wiederherstellen.;;Enviad al ejército para restaurar el orden.;;;;;;;;;
EVTOPTA17640;Let them prance about if they absolutely must;Les laisser se pavaner, si nécessaire;Lasst sie herumhüpfen, wenn es denn unbedingt sein muss.;;Si no hay más remedio, dejadles que se paseen.;;;;;;;;;
EVTOPTA17650;I believe we will see it primarily read by the lower class;J'imagine qu'il sera principalement lu par les classes défavorisées.;Ich glaube, dieses Blatt wird hauptsächlich von der Unterschicht gelesen werden.;;Creo que lo leerán principalmente las clases bajas.;;;;;;;;;
EVTOPTA17660;Declare Martial law and send in troops;Déclarer la loi martiale et envoyer des troupes;Ausnahmezustand erklären und Truppen entsenden.;;Declarad la ley marcial y enviad a las tropas.;;;;;;;;;
EVTOPTA17670;Denounce the campaign;Dénoncer la campagne;Denunziert die Kampagne;;Denunciad la campaña.;;;;;;;;;
EVTOPTA17680;Allow them to prance about if they absolutely have to;Les laisser se pavaner, si nécessaire;Lasst sie herumhüpfen, wenn es denn unbedingt sein muss.;;Si no hay más remedio, dejadles que se paseen.;;;;;;;;;
EVTOPTA17690;Clowns in costumes are a local police matter;Ces clowns en uniformes sont l'affaire de la police locale;Clowns in Kostümen sind eine Angelegenheit der lokalen Polizei.;;Los payasos con disfraces son cosa de la policía local.;;;;;;;;;
EVTOPTA17700;Declare the union illegal;Interdire ce syndicat;Erklärt die Gewerkschaft als illegal.;;Declarad ilegal el sindicato.;;;;;;;;;
EVTOPTA2500;Regardless of their actions, this can be used as a justification for war;Quels que soient leurs agissements, cela peut justifier une guerre.;Ungeachtet ihrer Aktionen könnte dies einen Krieg rechtfertigen.;;Independientemente, esto se puede utilizar como justificación para la guerra.;;;;;;;;;
EVTOPTA2510;We cannot allow this treacherous act of barbarism to go unpunished!;Il nous faut punir un acte aussi lâche que barbare !;Dieser verräterische Akt der Barbarei darf nicht ungestraft bleiben!;;¡No podemos tolerar que este traicionero acto de barbarie quede impune!;;;;;;;;;
EVTOPTA2520;Inform them of the potential consequences of continued non-cooperation;Les informer des conséquences potentielles de leur non-coopération persistante;Informiert sie über die politischen Konsequenzen dieser fortwährenden Kooperationsverweigerung.;;Informadles de las consecuencias potenciales de una falta de cooperación continuada.;;;;;;;;;
EVTOPTA2530;An invasion through there, and then deploy the troops so and so... interesting;Une invasion par-ci, un déploiement de troupes par-là, etc., etc. Intéressant !;Aha, eine Invasion hier, dann Truppeneinsatz da und dort ... interessant.;;Invadimos por aquí, desplegamos las tropas así y así... Interesante.;;;;;;;;;
EVTOPTA2540;Intolerable! Forceful action must certainly be considered;Intolérable ! Une mesure de force doit être envisagée.;Eine Unverschämtheit! Gewaltsames Eingreifen stellt definitiv eine Option dar.;;¡Intolerable! Desde luego, hay que considerar la posibilidad de tomar medidas de fuerza.;;;;;;;;;
EVTOPTA2550;This must be given serious consideration;Cette question mérite une grande réflexion.;Das müssen wir eng in Betracht ziehen.;;Esto hay que pensarlo seriamente.;;;;;;;;;
EVTOPTA2560;Long live $COUNTRY$!;Gloire à $COUNTRY$ !;Lang lebe $COUNTRYNAME$!;;¡Larga vida a $COUNTRY$!;;;;;;;;;
EVTOPTA2570;Yes! §RGain 2 infamy§W;Oui ?;Ja!;;¡Sí!;;;;;;;;;
EVTOPTA13015;Our options are limited, and force of arms must be considered;Les options sont limitées et le recours aux armes doit être pris en compte.;Unsere Möglichkeiten sind eingeschränkt. Wir müssen gewaltsames Eingreifen in Betracht ziehen.;;Nuestras opciones están limitadas, y debemos considerar la fuerza de las armas.;;;;;;;;;
EVTOPTA13350;But it was very kind of him to offer!;Mais c'était une très gentille offre !;Aber sein Angebot war äußerst liebenswürdig!;;¡Pero ofrecerlo fue muy amable por su parte!;;;;;;;;;
EVTOPTA13355;We weep for our loss;Nous pleurons cette perte.;Wir weinen um unseren Verlust;;Lloramos nuestra pérdida;;;;;;;;;
EVTOPTA16415;They took my baby away!;Ils ont enlevé mon bébé !;Sie haben mein Baby gestohlen!;;¡Se llevaron a mi bebé!;;;;;;;;;
EVTOPTA2000;A victory for our tolerant society!;Une victoire pour notre société tolérante !;Ein Sieg für unsere tolerante Gesellschaft!;;¡Una victoria para nuestra tolerante sociedad!;;;;;;;;;
EVTOPTA2020;We wish them all the best;Tous nos v?ux de bonheur !;Wir wünschen ihnen alles nur das Beste.;;Les deseamos lo mejor.;;;;;;;;;
EVTOPTA2050;Interesting, let us listen to them...;Intéressant, écoutons-les...;Interessant. Lasst uns hören, was sie zu sagen haben ...;;Es interesante. Escuchémosles...;;;;;;;;;
EVTOPTA2060;A police matter at worst;Une affaire pour la police;Im schlimmsten Fall eine Polizeiangelegenheit.;;En el peor de los casos es un asunto policial.;;;;;;;;;
EVTOPTA2070;Welcome home, countrymen.;Soyez les bienvenus !;Willkommen zu Hause, Landsleute.;;Bienvenido a casa, paisano.;;;;;;;;;
EVTOPTA2080;I'm not sure we can be bothered;Je suis certain qu'on peut le faire.;Ich bin mir nicht sicher, ob uns das interessiert.;;No estoy seguro de que debamos molestarnos.;;;;;;;;;
