Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish
south_georgia_whaling_desc;As whales in the northern and southern Atlantic have been hunted to near extinction, whalers have begun heading for the Arctic, where they are still plentiful. This has resulted in a whaling boom on the South Georgia islands, with new infrastructure and actual permanent settlement. This allows us to properly integrate it into our nation.;;;;;;;;;;;;;
TBS_radical;Facción Radical;Partido Federalista;Partido Federalista;;;;;;;;;;;
TBS_radical_1;Convencionistas;Partido Federalista;Partido Federalista;;;;;;;;;;;
TBS_radical_2;Facción Radical;Partido Federalista;Partido Federalista;;;;;;;;;;;
TBS_communist;Facción Comunista;;;;;;;;;;;;;
TBS_communist_1;Partido Comunista Tabasqueíro;;;;;;;;;;;;;
TBS_conservative;Partido Conservador;Partido Conservador;Partido Conservador;;;;;;;;;;;
TBS_conservative_1;Santanistas;Partido Moderado Liberal;Partido Moderado Liberal;;;;;;;;;;;
TBS_conservative_2;Circuito Nacional Porfirista;Partido Moderado Liberal;Partido Moderado Liberal;;;;;;;;;;;
TBS_conservative_3;Porfiristas;Partido Constitucionalista;Partido Constitucionalista;;;;;;;;;;;
TBS_conservative_4;Centristas;Partido Constitucionalista;Partido Constitucionalista;;;;;;;;;;;
PNG_fascist;The Fascist Faction;;;;;;;;;;;;;
TBS_fascist;Facción Fascista;;;;;;;;;;;;;
TBS_fascist_1;Partido Fascista Tabasqueíro;;;;;;;;;;;;;
TBS_fascist_2;Acción Revolucionaria Tabasqueírista;;;;;;;;;;;;;
TBS_liberal;Partido Liberal;Partido Liberal;Partido Liberal;;;;;;;;;;;
TBS_liberal_1;Partido Constitucional Progresista;Partido Radical Liberal;Partido Radical Liberal;;;;;;;;;;;
TBS_liberal_2;Constitucionalistas;Partido Progresista;Partido Progresista;;;;;;;;;;;
TBS_liberal_3;Partido Nacional Antirreeleccionista;;;;;;;;;;;;;
TBS_reactionary;Imperialistas;Partido Imperialista;Partido Imperialista;;;;;;;;;;;
TBS_socialist;Facción Socialista;Partido Imperialista;Partido Imperialista;;;;;;;;;;;
TBS_socialist_1;Partido Liberal Tabasqueíro;;;;;;;;;;;;;
TBS_socialist_2;Partido Liberal Constitucionalista;;;;;;;;;;;;;
TBS_socialist_3;Partido Laborista Tabasqueíro;;;;;;;;;;;;;
TBS_socialist_4;Partido Nacional Revolucionario;;;;;;;;;;;;;
BRB_dominion;Barbados;;;;;;;;;;;;;
BRB_parliamentary_republic;Barbados;;;;;;;;;;;;;
BRB_radical;Radicals;Parti Radical;Radical Party;;;;;;;;;;;
BRB_radical_2;Radical Liberals;Parti radical;Radical Party;;;;;;;;;;;
BRB_communist;Communist Faction;;;;;;;;;;;;;
BRB_communist_1;Barbadian Socialist Party;;;;;;;;;;;;;
BRB_communist_2;Revolutionary Socialist Party;;;;;;;;;;;;;
BRB_communist_3;Anti-Parliamentary Communist Federation;;;;;;;;;;;;;
BRB_communist_4;Communist Party of Barbados;;;;;;;;;;;;;
BRB_conservative;Conservative Party;Parti conservateur;Conservative Party;;;;;;;;;;;
BRB_conservative_1;Protectionist Conservatives;Parti conservateur;Conservative Party;;;;;;;;;;;
BRB_conservative_2;Liberal Conservatives;Parti conservateur;Conservative Party;;;;;;;;;;;
BRB_conservative_3;Conservative Party;Parti conservateur;Conservative Party;;;;;;;;;;;
BRB_conservative_4;Liberal Unionist Party;Parti conservateur;Conservative Party;;;;;;;;;;;
BRB_conservative_5;Conservative and Unionist Party;Parti conservateur;Conservative Party;;;;;;;;;;;
BRB_conservative_6;Barbadian Workers League;Parti conservateur;Conservative Party;;;;;;;;;;;
BRB_fascist;Fascist Faction;Union britannique des fascistes;British Union of Fascists;;;;;;;;;;;
BRB_fascist_1;Barbadian Fascists;Union britannique des fascistes;British Union of Fascists;;;;;;;;;;;
BRB_fascist_2;Barbadian Union of Fascists;Union britannique des fascistes;British Union of Fascists;;;;;;;;;;;
BRB_liberal;Whigs;Parti Whig;Whig Party;;;;;;;;;;;
BRB_liberal_1;Repeal Association;Parti libéral;Liberal Party;;;;;;;;;;;
BRB_liberal_2;Chartists;Parti libéral;Liberal Party;;;;;;;;;;;
BRB_liberal_3;Liberal Party;Parti libéral;Liberal Party;;;;;;;;;;;
BRB_liberal_5;Liberal National Party;Parti libéral;Liberal Party;;;;;;;;;;;
BRB_reactionary;Tory Party;Parti nationaliste;Nationalist Party;;;;;;;;;;;
BRB_socialist;Socialist Faction;;;;;;;;;;;;;
BRB_socialist_1;Social Democratic Federation;Parti travailliste;Labour Party;;;;;;;;;;;
BRB_socialist_2;Independent Labour Party;Parti travailliste;Labour Party;;;;;;;;;;;
BRB_socialist_3;Labour Party;Parti travailliste;Labour Party;;;;;;;;;;;
BRB_socialist_4;Socialist Labour Party;Parti travailliste;Labour Party;;;;;;;;;;;
BRB_socialist_5;Socialist Party of Barbados;Parti travailliste;Labour Party;;;;;;;;;;;
BRB_socialist_6;National Socialist Party;Parti travailliste;Labour Party;;;;;;;;;;;
BRB_socialist_7;Co-operative Party;Parti travailliste;Labour Party;;;;;;;;;;;
NAN_anarchist_1;Vrije Bond;;;;;;;;;;;;;
NAN_radical_1;Libertariers;;;;;;;;;;;;;
NAN_radical_2;Bond van Vrije Liberalen;;;;;;;;;;;;;
NAN_radical_3;Plattelandersbond;;;;;;;;;;;;;
NAN_radical_4;Middenstandspartij;;;;;;;;;;;;;
NAN_radical_5;Bond van Belastingbetalers;;;;;;;;;;;;;
NAN_radical_6;Nationale Bond voor Bezuiniging;;;;;;;;;;;;;
NAN_radical_7;Middenpartij voor Stad en Land;;;;;;;;;;;;;
NAN_radical_8;Nationale Boeren-, Tuinders-, en Middenstandspartij;;;;;;;;;;;;;
NAN_communist;Communistische Partij Holland;;;;;;;;;;;;;
NAN_communist_1;Communisten;;;;;;;;;;;;;
NAN_communist_2;Sociaal-Democratische Partij;;;;;;;;;;;;;
NAN_communist_3;Socialistische Partij;;;;;;;;;;;;;
NAN_communist_4;Communistische Partij;;;;;;;;;;;;;
NAN_communist_5;Onafhankelijke Socialistische Partij;;;;;;;;;;;;;
NAN_communist_6;Revolutionair-Socialistische Arbeiderspartij;;;;;;;;;;;;;
NAN_conservative_1;Conservatieven;;;;;;;;;;;;;
NAN_conservative_2;Christelijk-Historische Kiezersbond;;;;;;;;;;;;;
NAN_conservative_3;Vrij-Antirevolutionaire Partij;;;;;;;;;;;;;
NAN_conservative_4;Friese Bond;;;;;;;;;;;;;
NAN_conservative_5;Christelijk-Historische Partij;;;;;;;;;;;;;
NAN_conservative_6;Christen-Democratische Partij;;;;;;;;;;;;;
NAN_conservative_7;Algemeene Bond van Roomsch-Katholieken;;;;;;;;;;;;;
NAN_conservative_8;Christelijk-Historische Unie;;;;;;;;;;;;;
NAN_conservative_9;Roomsch-Katholieke Staatspartij;;;;;;;;;;;;;
NAN_fascist_1;Radikaal-Nationalisten;;;;;;;;;;;;;
NAN_fascist_10;Oranje-Fascisten;;;;;;;;;;;;;
NAN_fascist_11;Zwart Front;;;;;;;;;;;;;
NAN_fascist_12;Nationaal-Socialistische Partij;;;;;;;;;;;;;
NAN_fascist_2;Verbond van Actualisten;;;;;;;;;;;;;
NAN_fascist_3;Verbond van Nationalisten;;;;;;;;;;;;;
NAN_fascist_4;Nationaal-Socialistische Arbeiderspartij;;;;;;;;;;;;;
NAN_fascist_5;Nationaal-Socialistische Beweging;;;;;;;;;;;;;
NAN_fascist_6;Algemeene Fascisten Bond;;;;;;;;;;;;;
NAN_fascist_7;Frysk Fascisten Front;;;;;;;;;;;;;
NAN_fascist_8;Fascisten Unie;;;;;;;;;;;;;
NAN_fascist_9;Unie van Fascisten;;;;;;;;;;;;;
NAN_liberal_1;Liberalen;;;;;;;;;;;;;
NAN_liberal_2;Liberale Unie;;;;;;;;;;;;;
NAN_liberal_3;Economische Bond;;;;;;;;;;;;;
NAN_liberal_4;Neutrale Partij;;;;;;;;;;;;;
NAN_liberal_5;Vrijheidsbond;;;;;;;;;;;;;
NAN_liberal_6;Liberale Partij;;;;;;;;;;;;;
NAN_reactionary_1;Orangisten;;;;;;;;;;;;;
NAN_reactionary_2;Anti-Reviolutionaire Partij;;;;;;;;;;;;;
NAN_reactionary_3;Hervormd-Gereformeerde Staatspartij;;;;;;;;;;;;;
NAN_reactionary_4;Vaderlandsch Verbond;;;;;;;;;;;;;
NAN_reactionary_5;Verbond voor Nationaal Herstel;;;;;;;;;;;;;
NAN_socialist_1;Sociaal-Democraten;;;;;;;;;;;;;
NAN_socialist_10;Christelijk-Democratische Unie;;;;;;;;;;;;;
NAN_socialist_11;Katholiek-Democratische Partij;;;;;;;;;;;;;
NAN_socialist_2;Sociaal-Democratische Bond;;;;;;;;;;;;;
NAN_socialist_3;Radicale Bond;;;;;;;;;;;;;
NAN_socialist_4;Sociaal-Democratische Arbeiderspartij;;;;;;;;;;;;;
NAN_socialist_5;Vrijzinnig Democratische Bond;;;;;;;;;;;;;
NAN_socialist_6;Bond van Christen-Socialisten;;;;;;;;;;;;;
NAN_socialist_7;Christelijk-Sociale Partij;;;;;;;;;;;;;
NAN_socialist_8;Christelijke Volkspartij;;;;;;;;;;;;;
NAN_socialist_9;Rooms-Katholieke Volkspartij;;;;;;;;;;;;;
BMD_radical;Radical Party;;;;;;;;;;;;;
BMD_dominion;Islands of Bermuda;;;;;;;;;;;;;
BMD_communist;Communist Faction;;;;;;;;;;;;;
BMD_communist_1;Bermudian Socialist Party;;;;;;;;;;;;;
BMD_communist_2;Revolutionary Socialist Party;;;;;;;;;;;;;
BMD_communist_3;Anti-Parliamentary Communist Federation;;;;;;;;;;;;;
BMD_communist_4;Communist Party of Bermuda;;;;;;;;;;;;;
BMD_conservative;Conservative Party;Parti conservateur;Conservative Party;;;;;;;;;;;
BMD_conservative_1;Protectionist Conservatives;Parti conservateur;Conservative Party;;;;;;;;;;;
BMD_conservative_2;Liberal Conservatives;Parti conservateur;Conservative Party;;;;;;;;;;;
BMD_conservative_3;Conservative Party;Parti conservateur;Conservative Party;;;;;;;;;;;
BMD_conservative_4;Liberal Unionist Party;Parti conservateur;Conservative Party;;;;;;;;;;;
BMD_conservative_5;Conservative and Unionist Party;Parti conservateur;Conservative Party;;;;;;;;;;;
BMD_conservative_6;Bermudian Workers League;Parti conservateur;Conservative Party;;;;;;;;;;;
BMD_fascist;Fascist Faction;Union britannique des fascistes;British Union of Fascists;;;;;;;;;;;
BMD_fascist_1;Bermudian Fascists;Union britannique des fascistes;British Union of Fascists;;;;;;;;;;;
BMD_fascist_2;Bermudian Union of Fascists;Union britannique des fascistes;British Union of Fascists;;;;;;;;;;;
BMD_liberal;Whigs;Parti Whig;Whig Party;;;;;;;;;;;
BMD_liberal_1;Repeal Association;Parti libï¿½ral;Liberal Party;;;;;;;;;;;
BMD_liberal_2;Chartists;Parti libï¿½ral;Liberal Party;;;;;;;;;;;
BMD_liberal_3;Liberal Party;Parti libï¿½ral;Liberal Party;;;;;;;;;;;
BMD_liberal_5;Liberal National Party;Parti libï¿½ral;Liberal Party;;;;;;;;;;;
BMD_reactionary;Tory Party;Parti nationaliste;Nationalist Party;;;;;;;;;;;
BMD_socialist;Socialist Faction;;;;;;;;;;;;;
BMD_socialist_1;Social Democratic Federation;Parti travailliste;Labour Party;;;;;;;;;;;
BMD_socialist_2;Independent Labour Party;Parti travailliste;Labour Party;;;;;;;;;;;
BMD_socialist_3;Labour Party;Parti travailliste;Labour Party;;;;;;;;;;;
BMD_socialist_4;Socialist Labour Party;Parti travailliste;Labour Party;;;;;;;;;;;
BMD_socialist_5;Socialist Party of Bermuda;Parti travailliste;Labour Party;;;;;;;;;;;
BMD_socialist_6;National Socialist Party;Parti travailliste;Labour Party;;;;;;;;;;;
BMD_socialist_7;Co-operative Party;Parti travailliste;Labour Party;;;;;;;;;;;
BHM_dominion;Commonwealth of The Bahamas;;;;;;;;;;;;;
BHM_parliamentary_republic;The Bahamas;;;;;;;;;;;;;
BHM_radical;Radicals;Parti radical;Radical Party;;;;;;;;;;;
BHM_radical_2;Radical Liberals;Parti radical;Radical Party;;;;;;;;;;;
BHM_communist;Communist Faction;;;;;;;;;;;;;
BHM_communist_1;Bahamian Socialist Party;;;;;;;;;;;;;
BHM_communist_2;Revolutionary Socialist Party;;;;;;;;;;;;;
BHM_communist_3;Anti-Parliamentary Communist Federation;;;;;;;;;;;;;
BHM_communist_4;Communist Party of The Bahamas;;;;;;;;;;;;;
BHM_conservative;Conservative Party;Parti conservateur;Conservative Party;;;;;;;;;;;
BHM_conservative_1;Protectionist Conservatives;Parti conservateur;Conservative Party;;;;;;;;;;;
BHM_conservative_2;Liberal Conservatives;Parti conservateur;Conservative Party;;;;;;;;;;;
BHM_conservative_3;Conservative Party;Parti conservateur;Conservative Party;;;;;;;;;;;
BHM_conservative_4;Liberal Unionist Party;Parti conservateur;Conservative Party;;;;;;;;;;;
BHM_conservative_5;Conservative and Unionist Party;Parti conservateur;Conservative Party;;;;;;;;;;;
BHM_conservative_6;Bahamian Workers League;Parti conservateur;Conservative Party;;;;;;;;;;;
BHM_fascist;Fascist Faction;Union britannique des fascistes;British Union of Fascists;;;;;;;;;;;
BHM_fascist_1;Bahamian Fascists;Union britannique des fascistes;British Union of Fascists;;;;;;;;;;;
BHM_fascist_2;Bahamian Union of Fascists;Union britannique des fascistes;British Union of Fascists;;;;;;;;;;;
BHM_liberal;Whigs;Parti Whig;Whig Party;;;;;;;;;;;
BHM_liberal_1;Repeal Association;Parti libéral;Liberal Party;;;;;;;;;;;
BHM_liberal_2;Chartists;Parti libéral;Liberal Party;;;;;;;;;;;
BHM_liberal_3;Liberal Party;Parti libéral;Liberal Party;;;;;;;;;;;
BHM_liberal_5;Liberal National Party;Parti libéral;Liberal Party;;;;;;;;;;;
BHM_reactionary;Tory Party;Parti nationaliste;Nationalist Party;;;;;;;;;;;
BHM_socialist;Socialist Faction;;;;;;;;;;;;;
BHM_socialist_1;Social Democratic Federation;Parti travailliste;Labour Party;;;;;;;;;;;
BHM_socialist_2;Independent Labour Party;Parti travailliste;Labour Party;;;;;;;;;;;
BHM_socialist_3;Labour Party;Parti travailliste;Labour Party;;;;;;;;;;;
BHM_socialist_4;Socialist Labour Party;Parti travailliste;Labour Party;;;;;;;;;;;
BHM_socialist_5;Socialist Party of The Bahamas;Parti travailliste;Labour Party;;;;;;;;;;;
BHM_socialist_6;National Socialist Party;Parti travailliste;Labour Party;;;;;;;;;;;
BHM_socialist_7;Co-operative Party;Parti travailliste;Labour Party;;;;;;;;;;;
ZAC_anarcho_liberal;Facción Radical;Partido Federalista;Partido Federalista;;;;;;;;;;;
ZAC_anarcho_liberal_1;Convencionistas;Partido Federalista;Partido Federalista;;;;;;;;;;;
ZAC_anarcho_liberal_2;Facción Radical;Partido Federalista;Partido Federalista;;;;;;;;;;;
ZAC_communist;Facción Comunista;;;;;;;;;;;;;
ZAC_communist_1;Partido Comunista Zacatecano;;;;;;;;;;;;;
ZAC_conservative;Partido Conservador;Partido Conservador;Partido Conservador;;;;;;;;;;;
ZAC_conservative_1;Santanistas;Partido Moderado Liberal;Partido Moderado Liberal;;;;;;;;;;;
ZAC_conservative_2;Circuito Nacional Porfirista;Partido Moderado Liberal;Partido Moderado Liberal;;;;;;;;;;;
ZAC_conservative_3;Porfiristas;Partido Constitucionalista;Partido Constitucionalista;;;;;;;;;;;
ZAC_conservative_4;Centristas;Partido Constitucionalista;Partido Constitucionalista;;;;;;;;;;;
ZAC_fascist;Facción Fascista;;;;;;;;;;;;;
ZAC_fascist_1;Partido Fascista Zacatecano;;;;;;;;;;;;;
ZAC_fascist_2;Acción Revolucionaria Zacatecanista;;;;;;;;;;;;;
ZAC_liberal;Partido Liberal;Partido Liberal;Partido Liberal;;;;;;;;;;;
ZAC_liberal_1;Partido Constitucional Progresista;Partido Radical Liberal;Partido Radical Liberal;;;;;;;;;;;
ZAC_liberal_2;Constitucionalistas;Partido Progresista;Partido Progresista;;;;;;;;;;;
ZAC_liberal_3;Partido Nacional Antirreeleccionista;;;;;;;;;;;;;
ZAC_reactionary;Imperialistas;Partido Imperialista;Partido Imperialista;;;;;;;;;;;
ZAC_socialist;Facción Socialista;Partido Imperialista;Partido Imperialista;;;;;;;;;;;
ZAC_socialist_1;Partido Liberal Zacatecano;;;;;;;;;;;;;
ZAC_socialist_2;Partido Liberal Constitucionalista;;;;;;;;;;;;;
ZAC_socialist_3;Partido Laborista Zacatecano;;;;;;;;;;;;;
ZAC_socialist_4;Partido Nacional Revolucionario;;;;;;;;;;;;;
STK_dominion;Stickeen Territories;;;;;;;;;;;;;
STK_anarcho_liberal;Radicals;Parti radical;Radikale Partei;;;;;;;;;;;
STK_communist;Communist Faction;Parti communiste;Kommunistische Partei;;;;;;;;;;;
STK_communist_1;Communist Party of the Stickeen;Parti communiste;Kommunistische Partei;;;;;;;;;;;
STK_conservative;Hudson's Bay Company;Parti conservateur;Konservative Partei;;;;;;;;;;;
STK_conservative_1;Company Men;;;;;;;;;;;;;
STK_conservative_2;Conservatives;;;;;;;;;;;;;
STK_conservative_3;Stickeen Liberal-Conservative Party;;;;;;;;;;;;;
STK_conservative_4;Provincial Party of the Stickeen;;;;;;;;;;;;;
STK_fascist;Fascist Faction;Parti fasciste;Faschistische Partei;;;;;;;;;;;
STK_fascist_1;Stickeen Union of Fascists;Parti fasciste;Faschistische Partei;;;;;;;;;;;
STK_liberal;Hudson's Bay Company;Parti libéral;Liberale Partei;;;;;;;;;;;
STK_liberal_1;Reformers;;;;;;;;;;;;;
STK_liberal_2;Liberals;;;;;;;;;;;;;
STK_liberal_3;Stickeen Liberal Party;;;;;;;;;;;;;
STK_liberal_4;Stickeen Liberal Party;;;;;;;;;;;;;
STK_liberal_5;Stickeen Liberal Party;;;;;;;;;;;;;
STK_reactionary;Hudson's Bay Company;Parti nationaliste;Nationalistische Partei;;;;;;;;;;;
STK_reactionary_1;Blue Tories;Parti nationaliste;Nationalistische Partei;;;;;;;;;;;
STK_socialist;Socialist Faction;Parti socialiste;Sozialistische Partei;;;;;;;;;;;
STK_socialist_1;Socialist Party of the Stickeen;Parti socialiste;Sozialistische Partei;;;;;;;;;;;
STK_socialist_2;Independent Labour Party;Parti socialiste;Sozialistische Partei;;;;;;;;;;;
STK_socialist_3;Soldier-Farmer-Labour Party;Parti socialiste;Sozialistische Partei;;;;;;;;;;;
STK_socialist_4;Co-operative Commonwealth Federation;Parti socialiste;Sozialistische Partei;;;;;;;;;;;
PEI_anarcho_liberal;Radicals;;;;;;;;;;;;;
PEI_communist;Communist Faction;;;;;;;;;;;;;
PEI_communist_1;Communist Party of PEI;;;;;;;;;;;;;
PEI_conservative;Conservatives;;;;;;;;;;;;;
PEI_conservative_1;Confederation Party;;;;;;;;;;;;;
PEI_conservative_2;Conservative Party of PEI;;;;;;;;;;;;;
PEI_fascist;Fascist Faction;;;;;;;;;;;;;
PEI_liberal;Reform Party;Parti libéral;Liberale Partei;;;;;;;;;;;
PEI_liberal_1;Anti-Confederation Party;;;;;;;;;;;;;
PEI_liberal_2;Liberals;;;;;;;;;;;;;
PEI_liberal_3;PEI Liberal Association;;;;;;;;;;;;;
PEI_reactionary;United Empire Loyalists;;;;;;;;;;;;;
PEI_reactionary_1;Blue Tories;;;;;;;;;;;;;
PEI_socialist;Socialist Faction;;;;;;;;;;;;;
PEI_socialist_1;United Farmers of PEI;;;;;;;;;;;;;
PEI_dominion;Dominion of Prince Edward Island;;;;;;;;;;;;;
PEI_hms_governmenr;Prince Edward Island;;;;;;;;;;;;;
PEI_parliamentary_republic;Prince Edward Island;;;;;;;;;;;;;
VAN_dominion;Dominion of Vancouver Island;;;;;;;;;;;;;
VAN_hms_governmenr;Vancouver Island;;;;;;;;;;;;;
VAN_parliamentary_republic;Vancouver Island;;;;;;;;;;;;;
VAN_anarcho_liberal;Radicals;Parti radical;Radikale Partei;;;;;;;;;;;
VAN_communist;Communist Faction;Parti communiste;Kommunistische Partei;;;;;;;;;;;
VAN_communist_1;Communist Party of Vancouver Island;Parti communiste;Kommunistische Partei;;;;;;;;;;;
VAN_conservative;Hudson's Bay Company;Parti conservateur;Konservative Partei;;;;;;;;;;;
VAN_conservative_1;Company Men;;;;;;;;;;;;;
VAN_conservative_2;Conservatives;;;;;;;;;;;;;
VAN_conservative_3;Island Liberal-Conservative Party;;;;;;;;;;;;;
VAN_conservative_4;Provincial Party of Vancouver Island;;;;;;;;;;;;;
VAN_fascist;Fascist Faction;Parti fasciste;Faschistische Partei;;;;;;;;;;;
VAN_fascist_1;Victoria Union of Fascists;Parti fasciste;Faschistische Partei;;;;;;;;;;;
VAN_liberal;Hudson's Bay Company;Parti libéral;Liberale Partei;;;;;;;;;;;
VAN_liberal_1;Reformers;;;;;;;;;;;;;
VAN_liberal_2;Liberals;;;;;;;;;;;;;
VAN_liberal_3;Vancouver Island Liberal Party;;;;;;;;;;;;;
VAN_liberal_4;Vancouver Island Liberal Party;;;;;;;;;;;;;
VAN_liberal_5;Vancouver Island Liberal Party;;;;;;;;;;;;;
VAN_reactionary;Hudson's Bay Company;Parti nationaliste;Nationalistische Partei;;;;;;;;;;;
VAN_reactionary_1;Blue Tories;Parti nationaliste;Nationalistische Partei;;;;;;;;;;;
VAN_socialist;Socialist Faction;Parti socialiste;Sozialistische Partei;;;;;;;;;;;
VAN_socialist_1;Socialist Party of Vancouver Island;Parti socialiste;Sozialistische Partei;;;;;;;;;;;
VAN_socialist_2;Independent Labour Party;Parti socialiste;Sozialistische Partei;;;;;;;;;;;
VAN_socialist_3;Soldier-Farmer-Labour Party;Parti socialiste;Sozialistische Partei;;;;;;;;;;;
VAN_socialist_4;Co-operative Commonwealth Federation;Parti socialiste;Sozialistische Partei;;;;;;;;;;;
NSC_radical;Radicals;;;;;;;;;;;;;
NSC_communist;Communist Faction;;;;;;;;;;;;;
NSC_communist_1;Communist Party of Nova Scotia;;;;;;;;;;;;;
NSC_conservative;Conservatives;;;;;;;;;;;;;
NSC_conservative_1;Confederation Party;;;;;;;;;;;;;
NSC_conservative_2;Conservative Association;;;;;;;;;;;;;
NSC_fascist;Fascist Faction;;;;;;;;;;;;;
NSC_liberal;Reformers;Parti libéral;Liberale Partei;;;;;;;;;;;
NSC_liberal_1;Anti-Confederation Party;;;;;;;;;;;;;
NSC_liberal_2;Liberals;;;;;;;;;;;;;
NSC_liberal_3;Nova Scotia Liberal Party;;;;;;;;;;;;;
NSC_reactionary;United Empire Loyalists;;;;;;;;;;;;;
NSC_reactionary_1;Blue Tories;;;;;;;;;;;;;
NSC_socialist;Socialist Faction;;;;;;;;;;;;;
NSC_socialist_1;United Farmers of Nova Scotia;;;;;;;;;;;;;
NSC_dominion;Dominion of Nova Scotia;;;;;;;;;;;;;
NSC_hms_governmenr;Nova Scotia;;;;;;;;;;;;;
NSC_parliamentary_republic;Nova Scotia;;;;;;;;;;;;;
NBR_radical;Radicals;;;;;;;;;;;;;
NBR_communist;Communist Faction;;;;;;;;;;;;;
NBR_communist_1;Communist Party of New Brunswick;;;;;;;;;;;;;
NBR_conservative;Conservatives;;;;;;;;;;;;;
NBR_conservative_1;Confederation Party;;;;;;;;;;;;;
NBR_conservative_2;Conservative Party of New Brunswick;;;;;;;;;;;;;
NBR_fascist;Fascist Faction;;;;;;;;;;;;;
NBR_liberal;Reform Party;Parti libéral;Liberale Partei;;;;;;;;;;;
NBR_liberal_1;Anti-Confederation Party;;;;;;;;;;;;;
NBR_liberal_2;Liberals;;;;;;;;;;;;;
NBR_liberal_3;New Brunswick Liberal Association;;;;;;;;;;;;;
NBR_reactionary;United Empire Loyalists;;;;;;;;;;;;;
NBR_reactionary_1;Blue Tories;;;;;;;;;;;;;
NBR_socialist;Socialist Faction;;;;;;;;;;;;;
NBR_socialist_1;United Farmers of New Brunswick;;;;;;;;;;;;;
NBR_dominion;Dominion of New Brunswick;;;;;;;;;;;;;
NBR_hms_governmenr;New Brunswick;;;;;;;;;;;;;
NBR_parliamentary_republic;New Brunswick;;;;;;;;;;;;;
bon_compagni_law_title;Legge Bon-Compagni;;;;;;;;;;;;;
bon_compagni_law_desc;The Bon-Compagni Law, named after the Minister of Education Carlo Boncompagni of Mombello, establishes national boarding schools, which constitute the backbone of the new Piedmontese school system. The law provides for governmental control of schools of all levels, both state and free, through the Superior Council of Education, which is responsible for the organization of studies, teaching plans, the approval of course programs and books and treaties adopted. The law also eliminates the bishop's authorization for the appointment of professors.;;;;;;;;;;;;;
legge_del_giugno_title;Legge del 22 Giugno 1857;;;;;;;;;;;;;
legge_del_giugno_desc;The 22nd of June Law, introduced by the Minister of Education Giovanni Lanza reorganizes the administrative sector of public education, despite the contrary pressures of the Church which claim the monopoly of education, which confirms the secular and liberal direction of the government.;;;;;;;;;;;;;
casati_law_title;Legge Casati;;;;;;;;;;;;;
casati_law_desc;The Casati Law, which takes its name from the Minister of Education Gabrio Francesco Casati and follows the Bon Compagni Law of 1848, organically reforms the entire school system, from the administration to the articulation by orders and degrees and to teaching subjects, confirming the will of the State to take charge of the right and duty to intervene in school matters alongside and in place of the Catholic Church which for centuries was the only one to deal with education, introducing compulsory schooling in the kingdom.;;;;;;;;;;;;;
integrate_annazah_title;Integrate the Anazzah Sheikhdom;;;;;;;;;;;;;
integrate_annazah_desc;§RGain 1 infamy§! With our recent victory over Egypt, some within our government have their eyes on the Arabian peninsula as a natural continuation to our expansion. As a first step, we should demand the integration of Anazzah.;;;;;;;;;;;;;
noronha_concession_title;The Noronha port;;;;;;;;;;;;;
noronha_concession_desc;§RGain 0.3 infamy§! With Brazil being defeated, we can demand the island of Fernando de Noronha and the Trindade e Martim Vaz Archipelago from them.;;;;;;;;;;;;;
easter_island_concession_title;Demand Easter Island;;;;;;;;;;;;;
easter_island_concession_desc;§RGain 0.1 infamy§! With Chile being defeated, we can demand Easter Island from them.;;;;;;;;;;;;;
remove_grants_title;Remove Grants Decisions;;;;;;;;;;;;;
remove_grants_desc;Since grants are only useful for MP games, you may as well deactivate them via this decision in singleplayer.;;;;;;;;;;;;;
the_great_stink;The Great Stink;;;;;;;;;;;;;
vancouver_boom;Vancouver Boom;;;;;;;;;;;;;
treaty_of_ayacucho_title;The Treaty of Ayacucho;;;;;;;;;;;;;
treaty_of_ayacucho_desc;A treaty has been proposed to split the disputed territory of Acre to resolve the border conflict.;;;;;;;;;;;;;
transisthmian_trade;Transisthmian Trade;;;;;;;;;;;;;
civilizing_congo;Civilizing the Congo;;;;;;;;;;;;;
build_the_coptic_museum_title;The Coptic Museum;;;;;;;;;;;;;
build_the_coptic_museum_desc;Advisors propose building a museum to exhibit ancient Coptic artifacts owned by the Coptic Orthodox Church of Alexandria. It would be constructed with helping hands from our proud Coptic community.;;;;;;;;;;;;;
build_the_egyptian_museum_title;The Egyptian Museum;;;;;;;;;;;;;
build_the_egyptian_museum_desc;Advisors propose building a museum to exhibit ancient Egyptian artifacts under our possession that the colonizers have not managed to loot. Italian construction company Garozzo-Zaffarani has already come up with plans for its grandiose architecture.;;;;;;;;;;;;;
integrate_copts_title;Give Copts equal rights;;;;;;;;;;;;;
integrate_copts_desc;Muhammad Ali's reforms abolished the age-old Jizya taxes on non-Muslims. Coptic pope Cyril IV reformed the church and encouraged broader Coptic participation in Egyptian affairs. Now Khedive Isma'il Pasha is further promoting them, He is appointing them as judges to Egyptian courts and awarding them political rights and representation in government. With these final reforms, Copts shall become equal to any other Egyptians.;;;;;;;;;;;;;
Jizya_Egypt;Jizya Taxes;;;;;;;;;;;;;
Jizya_Egypt_desc;The Jizya taxes are an age-old discriminatory system of taxation of non-Muslims.;;;;;;;;;;;;;
greater_mauritania_title;Greater Mauritania;;;;;;;;;;;;;
