key;english;;;;;;;;;;;;;
EVTDESC777772119;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772020;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772022;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772021;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772120;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772121;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772122;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772203;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772303;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772205;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772305;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772206;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772306;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772207;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772307;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772208;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772308;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772209;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772309;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772211;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772311;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772212;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772312;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772213;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772313;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772214;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772314;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772215;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772315;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772216;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772316;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772217;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772317;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772218;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772318;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772219;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772319;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772220;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772222;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772221;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772320;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772321;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772322;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772403;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772503;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772405;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772505;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772406;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772506;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772407;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772507;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772408;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772508;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772409;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772509;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772411;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772511;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772412;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772512;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772413;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772513;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772414;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772514;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772415;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772515;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772416;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772516;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772417;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772517;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772418;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772518;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772419;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772519;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772420;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772422;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772421;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772520;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772521;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772522;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772603;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772703;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772605;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772705;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772606;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772706;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772607;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772707;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772608;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772708;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772609;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772709;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772611;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772711;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772612;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772712;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772613;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772713;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772614;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772714;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772615;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772715;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772616;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772716;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772617;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772717;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772618;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772718;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772619;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772719;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772620;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772622;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772621;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772720;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772721;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772722;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772803;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772903;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772805;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772905;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772806;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772906;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772807;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772907;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772808;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772908;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772809;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772909;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772811;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772911;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772812;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772912;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772813;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772913;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772814;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772914;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772815;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772915;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772816;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772916;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772817;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772917;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772818;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772918;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772819;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772919;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772820;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772822;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772821;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772920;\n\n$FROMCOUNTRY$ is a puppet regime, should we reorganize their government?;;;;;;;;;;;;;
EVTDESC777772921;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777772922;\n\nThe concept of $FROMCOUNTRY$ is present within the borders of the defeated, should we demand the creation of a $FROMCOUNTRY_ADJ$ state?;;;;;;;;;;;;;
EVTDESC777770610;\n\nOur lands may be transferred though dismantlement.;;;;;;;;;;;;;
EVTDESC777770620;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777770621;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777770623;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777770630;\n\nThis event is used for the transfer of colonies!;;;;;;;;;;;;;
EVTDESC777770640;\n\nOur colony is being considered by the Conference Chair!;;;;;;;;;;;;;
EVTDESC777770650;\n\nThe Dismantlement Chair would like to obtain the $FROMCOUNTRY$ Colony. How do we respond?;;;;;;;;;;;;;
EVTDESC777770651;\n\nThe Dismantlement Chair is not interested in the $FROMCOUNTRY$ Colony.;;;;;;;;;;;;;
EVTDESC777770652;\n\nThe Dismantlement Chair would like the $FROMCOUNTRY$ colony to remain with the deafeated. How do we respond?;;;;;;;;;;;;;
EVTDESC777770653;\n\nThe Dismantlement Chair would like to organize $FROMCOUNTRY$ for independence. How do we respond?;;;;;;;;;;;;;
EVTDESC777770654;\n\nThe Dismantlement Chair would like to intergrate $FROMCOUNTRY$ into a larger colony. How do we respond?;;;;;;;;;;;;;
EVTDESC777770750;\n\nColony Transfer Event!;;;;;;;;;;;;;
EVTDESC777770751;\n\nColony Transfer Event!;;;;;;;;;;;;;
EVTDESC777771500;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771502;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771504;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771508;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771510;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771512;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771514;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771518;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771900;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771902;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771904;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771908;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771910;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771912;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771914;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777773000;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777773002;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777773004;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777773008;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777773010;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777773012;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777773014;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777773100;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777773102;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777773104;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777773108;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777773110;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777773112;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777773120;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771519;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771520;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771521;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771522;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771527;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771528;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771529;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
EVTDESC777771530;\n\n$FROMCOUNTRY$ is controlled by the defeated power, what should be done with it?;;;;;;;;;;;;;
